Name	Control_P0_1	Heat_P0_1
linc-26	0.264252438	0.336811062
F14D2.15	0.668411862	1.380738237
F13A2.9	0	0.223119564
T24D5.3	0	0.032641566
K12H6.4	0.103203067	0
C18B12.10	0	0.203382064
drp-1	6.089659587	5.364930359
clec-74	0.07387399	0
C44C10.9	32.17648797	20.28042744
C31C9.6	0.118578443	0.103907235
C02F5.2	5.735370431	5.533884076
gar-3	0.877312214	0.647381974
F37C12.18	9.475570463	7.54836211
dpy-14	0.085629789	0.409282792
srh-283	0.131706771	0.083935455
ctps-1	29.62081364	15.22998232
B0511.2	0.324352496	0.450996475
hpo-38	2.070475085	1.792519889
C08B6.8	17.4309219	21.17771962
F42A9.9	0.095155121	0.080855255
F48C1.11	0.04165425	0.106183407
znf-207	53.49834567	48.09710981
F10G2.7	0.038955524	0.049651959
F42G2.2	0.511458776	0.288046846
C44H9.4	0.03771603	0.11216829
C15C8.6	0.174501084	0.250217682
btb-9	3.528343204	0.603645396
inx-7	2.786955488	3.168723613
Y48G9A.9	8.370990223	9.240331442
ZC239.22	1.64403207	2.835022715
ptr-21	55.1724729	23.89255013
fbxa-182	0.0833085	0.477825332
C30F12.2	2.17050396	2.628158365
F57F5.3	0.37521115	0.614876008
lin-41	4.929522401	3.006954721
sru-18	0.020764581	0
B0304.4	4.180924239	9.154820571
K12C11.3	35.61119759	17.75127876
acc-1	0.058973181	0.056374559
tag-124	2.865357603	3.783343778
cng-1	0.028678087	0
ZK177.2	0.628600498	0.593483016
dhc-1	2.160498225	1.89453144
cnnm-1	2.103334423	0.835736644
Y15E3A.7	0	0.186194848
Y53C10A.10	5.210301307	3.103247461
C01B10.44	0.342615586	0.23819521
sqt-1	590.9328216	1167.982519
F35F11.2	3.153060096	2.538208163
R13A5.11	0.721251365	1.678709103
Y37A1B.17	1.155710068	1.435468066
T28C12.15	0	0.176264456
Y52B11A.3	2.791691182	2.421577103
ubc-12	136.2291885	133.4156378
F55H12.3	0.172982017	0.113219224
F22A3.15	0.106378546	0
fmo-2	0.104371403	0
C45H4.18	0.027658422	0
K02E10.5	1.091779812	0.66264833
K10C2.12	3.340764442	2.178549453
npr-16	1.934155377	0.842289357
M02D8.7	0.017461125	0.044511226
tbc-9	1.708872748	2.397418442
T06E4.8	216.1851401	76.54283992
lst-5	1.594145354	1.676290213
mbd-2	5.374385296	8.103152706
F32D1.7	34.41275505	28.30737121
W10C8.5	55.67986057	42.06110576
mls-1	0.218643651	0.034834873
T28B8.3	0.0178826	0.015195212
F26G1.5	136.8201885	132.8527891
tsp-1	0.649126228	5.5037677
K04G2.7	1.204285423	0.460487693
T14G10.8	93.28111077	92.95985311
spin-3	1.885801493	0.291346208
ncbp-2	96.10852607	89.53433151
sorf-1	3.543735305	2.166583935
Y71G10AR.4	7.992547771	12.36532019
F12F6.12	0	0.1915918
ndg-4	19.96881697	7.235309538
nol-14	2.990775138	4.395993053
nhr-179	0.374565903	0.113670113
unc-46	0.186162455	0.237279075
ZK1307.8	6.302091209	9.056106881
str-124	0.020337075	0.025921243
R05D3.9	1.325210322	1.525627438
T08G11.1	0.596446852	0.911712702
T24E12.10	0.005242309	0.020045238
mak-2	26.0757874	43.1055447
cht-4	30.56983472	15.89309705
K04C2.7	0.162314682	0.372389695
rps-8	15699.70738	18575.64361
H14E04.7	0.414876328	0
C05E11.7	0.312945506	0.455856351
Y56A3A.19	399.7054776	302.6750095
ddr-1	0.405680895	0.367696388
lips-15	54.01583788	49.59357074
cogc-8	3.977756912	2.902203741
T28A11.16	0.553168438	0.837256165
R09A8.9	0.132973182	0
fmo-5	6.005828754	4.154805029
C08F11.7	0.716378044	1.349772859
C16A11.2	2.095056542	2.898701183
col-145	1565.115089	1140.99866
nhr-109	0.606422053	0.772933853
klp-7	72.88705825	85.21491631
vps-20	23.85373467	29.56013959
inx-22	7.601585714	5.53919618
F10G2.4	0.078575062	0.250375647
C02F5.5	43.3553711	25.73055849
K09F6.9	0	0.043343719
Y53F4B.10	0.073247939	0.093360411
B0393.11	0.141114397	0.17986169
C01G6.3	4.633498513	4.997188179
F27D4.1	725.2860497	455.2704457
npr-35	0.113442746	0.061967973
csn-2	3.331836105	4.815289064
Y73C8B.3	21.26924237	16.39420166
bro-1	0.090387	0.17280829
C54C6.5	3.053202417	2.060233899
Y54G2A.18	405.3122012	518.3328132
rfs-1	0.955677179	0.859826613
ndx-7	17.21643322	14.91697506
eps-8	14.30796102	7.380398225
F28A12.10	0.126873495	0.080855255
parn-1	4.182909484	4.49210121
amph-1	3.277702594	5.226889706
fasn-1	9.070459895	7.983822327
F17C8.11	0.144054281	0
F45E10.2	0.225188301	1.418219759
rbm-26	9.761795962	10.7614969
phy-2	15.74993469	16.76144408
K08F4.12	0.294238531	0.093757689
cdt-2	2.966294881	2.671064593
21ur-11737	0	1.259031827
C02E7.7	2836.742696	1906.418476
C17D12.18	0.528504877	0
ani-1	8.309448301	10.97854046
ncx-6	0.09359872	0.089474343
F46B6.12	31.36267482	39.76442187
flh-1	1.684151432	2.6526928
B0454.26	3.771602985	3.376494445
gld-4	3.032291525	4.448281478
W03G9.11	0.1548046	0
mus-101	1.274204559	1.482528601
Y48G8AR.3	0	0.077993122
bath-34	0.107760085	0.686744633
sup-17	2.472177471	2.568534052
rrf-3	0.317147816	0.349334992
M03F8.7	0.057621712	0
mec-1	0.299727345	0.216671856
imp-2	49.65541841	39.40581703
frm-7	1.466071414	6.256644448
ZK484.4	1.788392943	1.758714469
col-114	0.04294786	0.109481028
F28A10.3	0.892207158	1.776859433
C45E5.4	1.455706415	2.010033268
C47E8.1	9.318077963	10.98118134
cyp-34A4	1.324954342	0.914745679
T19C4.24	3.253931987	3.888186524
F42A9.3	13.16825601	10.43330051
Y53G8AR.8	3.639266038	3.304958546
H37A05.2	0	0.020983864
F54F7.10	0.049745363	0.06340448
F33D11.17	11.52434245	5.875481859
Y39F10A.6	0.07202714	0
F58D5.6	0.03509952	0.055921464
dgk-1	0.352253486	0.249430834
C36B7.6	9.345611045	21.11958031
T06A1.5	21.19319329	5.524431056
B0244.9	25.74830988	11.1017392
Y17D7C.9	0.025266524	0.483063368
T02E1.2	1.008633136	1.734764415
C55A6.3	9.862265973	7.408725133
F54E4.4	0.410908932	0.505676717
idha-1	265.9137692	230.1994153
Y43F8B.2	81.13795622	1540.110682
C56A3.5	6.184831808	8.371398955
fbxa-136	0	0.005303845
F58A4.2	117.2025628	115.1778053
flp-28	169.3117979	161.8205629
nhr-97	15.49580816	14.5305186
D1053.4	8.535216131	4.406611394
mlk-1	0.568229955	0.794062647
F48G7.4	0.39932372	0.508970313
Y47G7B.2	0.653863402	0.354195715
T20D4.11	1.348348067	2.555834609
pqn-10	0.050718378	0.129289332
C16A3.2	2.367162234	3.692025763
Y71H2B.2	19.04549227	21.28573691
D2030.11	8.428752657	7.912601482
E01A2.2	13.23600082	10.93028649
F08G2.11	0	0.142148755
F38B7.3	4.948688231	16.35198444
H14A12.5	37.53642971	38.43360314
kcnl-1	3.15931778	1.398376192
C35C5.8	0.807781013	1.647331362
ZK524.4	1.189828867	2.045152977
F10E9.4	3.628196028	4.758470099
F22H10.1	0.132973182	0.508455161
col-129	3162.212438	2987.996265
tor-2	0.044466916	0
F46C8.3	7.462296996	8.682333341
Y61A9LA.11	30.46748036	22.03305697
Y62E10A.2	74.57270713	50.98282043
C06A5.3	1.077830325	1.925546546
F14D7.10	0.132973182	0.762682741
osm-3	0.322547194	0.488196015
R173.3	0.227454127	0.086972593
C06E1.1	1.835358243	3.100948759
C54D10.5	0.251440199	0.20602339
R04B3.7	0.147119265	0
clec-149	1.342641839	1.483131343
R05A10.3	0.677203629	0.681434752
F19H6.6	0.037579378	0.04789795
F46F5.5	0.192667026	0.381997273
Y52B11A.19	0.06846144	0.087259632
snn-1	3.546625148	2.390821076
sre-14	0.039739112	0.050650706
T24B8.4	14.1216716	15.86912623
ptr-8	1.381368995	2.848718477
flp-3	16.70718187	17.62644558
hda-6	4.010344765	4.881913172
iglr-1	0.039739112	0.037988029
sydn-1	1.456963502	0.76107278
pyk-2	7.952723185	9.179455907
21ur-15630	2.963402346	1.259031827
Y54G2A.76	21.39206068	34.09615566
snr-1	472.5653361	427.4734703
T01C3.3	31.90895859	28.27098739
Y105E8B.9	1.000364226	0.910746393
C49C3.4	10.88004204	11.34543694
Y48C3A.20	1.076864787	1.426730738
F17A2.16	0.021407447	0.027285519
F44D12.6	6.368090264	6.299485704
F33H2.6	8.036511659	9.980537065
acl-8	16.18351361	11.22327299
H23N18.5	494.0453892	296.4962199
C18F10.7	14.65512216	14.68870465
sid-1	1.619637318	2.155099524
marg-1	19.82572885	15.24392363
Y62H9A.11	0.029804334	0
gcsh-1	40.93075186	9.700459982
T28A11.13	0.112432609	0
Y48C3A.18	51.27733414	47.71233293
tag-18	393.516359	322.4243386
R02E4.2	0.996171975	0.273857205
chil-22	0.398624706	0.429913307
vang-1	0.468198991	0.314955297
T07H8.11	1.246896069	2.311664994
K02A6.2	4.072986785	3.320049681
F08H9.3	0.093440614	2.024659289
him-10	2.985532302	4.164292641
F20D1.21	4.704783105	1.362869503
nhr-205	0.124748037	0.340717376
fkh-6	10.15849446	4.787429663
F59E12.3	0.730416071	0.496519594
B0361.11	0.310500418	0.471865123
Y50E8A.12	18.45234833	24.74875934
C47E12.10	1.718840634	1.200438972
sri-1	0.040318399	0.051389054
taf-12	20.9131537	15.67494625
mdt-20	28.06516339	27.74609904
tat-5	2.639411137	2.965429345
nlp-68	6.204200801	4.829163172
fezf-1	0.536750197	0.845103555
hda-2	1.36114281	1.197071599
W06F12.2	12.89177793	8.247527025
best-25	1.662716076	1.037709483
lact-4	0.578897202	4.734545265
C03D6.1	0.578408062	1.373924465
hil-2	157.8980794	89.58250505
W04A8.9	0	0.132198342
vps-33.1	4.235768253	4.216922824
ttr-22	0.66761708	0.668589315
swsn-7	1.107542364	0.965109115
H04M03.3	2.8569328	2.242886039
B0303.16	0	0.028521757
W09C5.7	8.088783761	9.533800752
Y38F1A.2	14.4135438	14.1818409
clec-79	5.017890777	1.759584411
sto-2	0.236396768	0.100435587
Y57A10A.1	0.175053303	0.137809143
swsn-3	4.18139859	6.681410786
acr-23	0.485983369	0.179307245
K07H8.10	46.93104566	43.00720357
T22F3.11	0.578755524	0.368835315
Y92H12BR.7	0.853803458	0.888985951
W03A5.8	4.067414984	1.03684974
smrc-1	1.947870467	2.085995132
ZK370.4	6.311329217	6.678532148
B0507.3	1.085004582	0.375030757
nhr-193	0.790240625	0.343372316
dhs-23	1.019779944	1.046173928
clec-57	3.117991858	3.927377794
sknr-1	0.049390039	0
djr-1.1	90.62546747	85.55389143
Y58A7A.1	39.42729893	46.19481561
F19G12.4	1.311390693	0.303904234
vab-1	1.678262363	1.376246866
hst-6	0.590503498	0.922596325
K08D8.4	1.929657341	10.74224556
glb-29	1.926211525	1.573789784
ugt-44	2.368538891	11.15043104
dcap-1	31.74904435	26.30733769
srh-127	0	0.132729259
lsm-4	127.9759642	106.3983429
plc-4	1.25970871	1.734517251
gos-28	1.088682564	3.825313721
Y42H9B.3	2.873298896	5.061648223
rfc-1	1.882065753	2.105536189
acdh-12	32.20815046	17.86633211
srh-145	0.020764581	0
Y119D3B.13	63.55124947	33.86325437
C03B8.3	7.611642315	5.757024563
F13A2.4	13.66964313	10.37248528
gap-2	2.769846787	2.398966049
catp-6	2.371427658	1.991436766
T16A1.5	0.115243425	0
hpo-11	2.297776588	1.627056515
T16H12.3	2.12480064	3.718078364
erl-1	1.944042433	3.322556834
dpl-1	6.383600712	7.709730786
dsb-1	19.90152737	22.61977294
best-5	0.030460817	0.368835315
R09H3.3	0.040201195	0.409917339
C32F10.8	108.1618777	82.53130125
R151.2	159.2626343	79.34308494
dbl-1	6.706789461	10.8600095
nhr-243	1.968628852	0.788005802
best-2	0	0.062653243
col-73	2579.655557	2587.605352
F31E3.12	0.321609557	0.751515121
B0348.10	0.251440199	0
mrpl-10	19.44732789	26.32950308
rmh-1	0.44754728	0.323246575
lron-8	3.725420092	1.402921179
C05G5.5	0.17179144	0.1915918
F35A5.8	3.267719835	2.556976901
C42D4.13	11.9675864	16.38355518
cid-1	0.67400432	0.97031976
C09E7.10	0.066168473	0.16867412
C32H11.9	0.018688123	0.047639042
mmcm-1	10.71067747	15.2486499
mmab-1	42.29165673	41.44264297
fln-1	19.2292966	24.53531817
F37F2.2	131.9093967	66.68466473
Y47D7A.17	1.234750977	1.259031827
uev-3	1.068109788	1.767421372
nep-15	0.814623927	1.112468515
C09G1.4	1.431044722	2.469639353
mms-19	1.176157161	1.136265993
chch-3	238.2284956	184.3518837
tyr-6	0.937885317	0.972736026
rab-28	0.444311998	0.424733628
R08A2.2	5.148778806	4.904132035
C15B12.8	0.071653943	0.06849655
C31B8.12	0.269650353	0.220944304
avr-15	0.771789677	0.501891958
F26D11.2	0.233480185	0.274697853
sem-4	2.069740967	1.052854803
sorb-1	0.705047398	2.190434554
T23F2.5	180.375829	143.2908464
C04E7.3	0.059437869	0.042087979
sucg-1	19.36421965	19.5119668
F53B6.4	43.80681728	31.69475773
C02F4.10	0	0.20182953
ceh-44	1.648952021	2.490541098
top-1	1.147950066	2.251887016
F47B10.12	0	0.211517347
fbxb-117	0	0.025619834
Y54G2A.40	0.055228478	0.380123028
F15D4.5	0.238919295	1.737566281
prx-19	8.527198975	8.408375098
T13C2.6	8.273238162	39.02584054
cky-1	0.112349572	0.182252761
pid-1	23.63168106	32.24602691
C40C9.3	1.716033475	1.222271774
bath-28	10.42129825	9.222408132
cra-1	7.808673334	5.550768054
F01G10.5	0.0838134	0.202971191
Y17G9A.4	0	0.036569389
Y53F4B.20	0.22882867	0.152170753
cyp-13A7	0.039968818	0.016981161
ZK970.7	5.232674412	5.538038644
mig-2	28.936311	27.17596293
F36H2.6	0.593892495	0.75696392
W05F2.8	0.185212647	0
Y49E10.27	0	0.054068851
ZK593.3	69.19277504	58.65557058
F53F10.2	244.1061976	306.3597994
srsx-37	0	0.029086544
F33E2.10	0.020579183	0.131149149
mrps-17	55.35979164	48.17165251
F28B1.13	0.876499285	1.117169086
abu-4	3.558988111	1.11461347
W05B2.8	0.813482997	3.110549219
pvf-1	10.40591447	16.87515445
anoh-1	0	0.010592816
nlp-14	19.78850908	15.00277235
F26A1.13	0.599897278	1.435334609
cal-1	2.134800525	2.207583961
igdb-2	4.202701701	4.182222732
F22D6.8	6.572298271	10.90745395
Y110A2AL.2	0	0.127463966
grl-1	0.653816563	0.303033448
Y47G6A.31	0.486944047	0.455142961
mml-1	0.91579477	2.624060173
F01D5.1	60.99531867	26.73508365
T13H5.6	2.251604723	1.296062175
ZK185.1	3.198927799	1.474097762
Y37E3.17	105.6576017	78.09416423
T22C8.1	0.017684413	0
dnj-8	1.395878618	1.36252124
T05A8.8	1.244628985	0.881322279
eif-3.L	42.29824962	31.7580898
F40G12.7	0	0.1369931
F36G3.1	0.824020341	1.077679056
pals-32	0.036297142	0.13879091
aptf-1	0.037784729	0.120399218
ham-1	1.199642395	0.74328385
gst-18	0.03492225	0
C14A4.7	10.45108308	7.467692592
praf-3	203.2588203	374.0530969
K04H8.3	1.395323974	0.988029461
egl-5	1.088506109	0.594595241
Y60A3A.19	178.1949191	132.3228615
C42D8.1	52.55646769	36.22826759
T22B3.3	9.330999859	11.13498578
odc-1	193.4127942	226.1643815
eng-1	2.226527701	2.766942038
R03G5.8	0	0.187515378
E03G2.1	0	0.041967728
twk-6	1.192173357	0.607808468
C18A11.t1	0	0.367217616
srx-86	0.043081654	0
Y20C6A.1	0.034242021	0.017457688
rpia-1	88.29841433	68.51231525
eif-6	327.1700168	239.9908359
hlh-2	0.792420831	0.516224425
C48E7.6	0.061223069	0.050492422
C15H9.5	0.760368987	1.105438597
metr-1	37.41631313	33.29988098
F55D12.1	4.187718808	3.227377359
gly-2	0.629538707	0.81555196
F35B3.7	0.525462247	0.51752949
F59A2.5	18.011432	21.3223132
Y70C5A.3	0.106081813	0.061459015
C04C3.6	0.240508016	0.15327344
F35C11.6	1.251214324	4.238740484
F43G6.7	27.10839646	21.93290671
snpc-3.3	3.749843737	0.9491163
pfn-1	604.2741309	777.8828745
trx-5	0.048353884	0.061630929
vrk-1	1.267489056	1.745335446
sre-2	0	0.023819521
ucp-4	11.42505581	6.589578885
nhr-239	0.052582551	0.201062117
C02F12.5	8.828818287	3.435663121
cfim-1	35.27055336	42.90647936
T05C3.2	0.019271476	0.014737831
laat-1	51.62733415	31.17513136
srb-15	0.020518117	0
nhr-230	0.449865898	0.276076858
T10E9.14	2.569361596	5.49020436
cyp-33C12	0.097160733	0.082559464
Y37D8A.8	20.63824992	11.97521875
cutl-17	0.015147	0.067571259
W04A8.6	2.654261759	2.844365301
F10D7.10	0.109177981	0.278312299
wdr-60	0.051295293	0.026151996
str-144	0.041036234	0.052303993
K11C4.1	24.21230784	16.68522761
odr-1	0.013276043	0
che-13	0.149639794	0.166886996
T23G11.7	33.5013659	41.68228073
ttr-26	14.63988883	36.10382301
kbp-4	29.21068026	25.45042907
pgl-1	118.5203241	77.72441756
enu-3.6	3.911073721	2.50626023
Y51H7C.8	5.872678621	3.501143299
unc-73	4.099429179	2.545154939
micu-1	13.31928429	13.38881928
K02D10.7	0.199459773	0.12711379
cpb-1	6.828326973	4.791502585
cutl-5	1.136647475	0.56340237
del-5	0.223051789	0.100340297
K07E1.1	51.35942807	24.05621818
nhr-273	0.310153807	0.209284974
bath-19	0.396063321	0.357577058
F09F7.5	10.87726801	13.25050665
W02H5.8	6.162239074	4.581658134
F49B2.7	0	0.03338342
fut-3	5.13853474	5.516506035
Y87G2A.1	2.585230215	3.001686635
W09C5.1	124.2235468	136.8422323
prpf-4	1.514081006	1.987597447
fust-1	64.65156117	57.51677063
B0035.3	37.4880081	28.03814505
C34F11.1	8.833636948	4.542498089
pole-1	1.312002064	2.074907929
Y50D4A.1	1.896050414	2.390543138
C13C12.7	6.914605473	4.682024606
rpl-36	9442.51938	11430.91783
21ur-9519	0.987800782	0
Y51H4A.8	15.60408294	8.907481856
F11G11.4	19.51097978	17.8997238
rrp-8	6.894504876	7.480991437
C18D11.6	0.588477062	63.19268255
F57A10.2	0.620541517	0.508455161
daf-12	1.13478208	1.200488224
egl-20	1.088085125	1.073692116
moc-3	2.316307044	2.449332388
Y50D7A.3	32.58733476	18.93692479
pqn-20	0.617080329	0.730338781
fat-6	255.0100111	615.9282559
F59A7.2	20.1528245	29.22675591
fkb-7	0.476869343	0.828829729
F28A10.12	37.58359997	34.16361643
C27D9.1	8.899853529	5.146784402
linc-96	0.085131942	0.072338354
ZK662.5	0.011543582	0
ZK867.2	0.058433286	0
21ur-15244	31.60962502	46.5841776
rbm-12	1.340661124	1.885231007
F58H10.1	19.82186902	8.592892219
B0035.22	0.691460547	2.643966837
F59G1.4	0.296340235	0.428070821
D1054.8	40.57064215	18.76363561
his-40	3.835839532	11.06477606
crn-5	43.06351967	27.62842865
C09B9.85	0.149236089	0.206064562
F38A1.9	0.593892495	0.216275406
scl-24	0.032462936	0.041376633
Y108G3AL.2	1.918381396	3.170610637
sulp-6	3.41523105	6.699815749
stt-3	102.0314805	65.64572014
T22B7.16	0	0.159275111
his-16	0.216081421	0.344266515
B0432.1	0.173407034	0.110510631
btb-7	0.911816106	1.065334623
clec-61	1.112498405	0.327223618
K09C4.1	0.674065313	0.498861667
gst-21	1.162632779	1.091903708
Y37F4.8	1.817300156	3.72867118
Y22D7AL.11	2.847995918	2.094231158
Y105C5A.17	0.371253985	0.118298292
hnd-1	0.030460817	0.15529908
anr-28	0	0.13186867
C33D9.6	0.176293057	0.07489991
C16C10.13	0.83452135	0.835736644
srg-5	0.021341375	0
dhs-16	0.462158721	0.928900088
F59C12.4	18.53114267	87.60343452
uvs-1	0.284649282	0.755851011
T06D8.10	3.28803171	4.929730252
unc-3	0.323243752	0.179130544
F16F9.18	0.294238531	0
oac-13	0.02095335	0
Y18H1A.14	0.029549596	0.018831673
F32B5.9	0.84324457	0
myrf-1	1.832518832	1.437349639
H28G03.1	19.38047156	11.81631286
srh-178	0.12534028	0.053252101
Y46G5A.47	19.36089532	7.050578231
F20A1.4	0.0833085	0.091014349
Y47D3B.3	5.464768841	1.954545376
F53F1.3	12.07621238	7.633988753
K12D9.1	0.038955524	0
vglu-2	17.53948705	13.6190394
C29E4.10	0.032111171	0.095499318
F44E2.6	38.57703053	29.44283782
F36D3.4	33.89607298	26.53211476
twk-43	0.184225723	0.140886332
C43F9.7	2.304868491	3.055250567
C37A2.9	0	0.187515378
W02D7.11	0.082316732	1.049193189
plpr-1	13.6027881	7.90304109
oac-11	0	0.026585891
Y106G6D.1	0.079478224	0
spd-1	64.71027009	59.63059796
Y43F8B.22	0.138292109	0
myo-5	0.31159488	0.397152824
lec-10	773.9342354	815.6569194
F57B9.8	1.118767627	2.218159443
Y111B2A.21	6.566387931	1.521707532
Y10G11A.91	0.164633464	0
cbp-2	1.177409601	2.237412596
mrps-9	23.15425141	13.99351405
ZC168.2	1.395608444	0.565986785
T09F3.2	28.19722232	25.54690034
T23B5.4	4.333802022	4.779001089
cyp-36A1	1.483700769	5.013189481
T01B7.8	25.7726204	22.43365801
mel-32	635.5404158	401.6345327
zig-11	238.3673953	118.9602229
srxa-14	0.021608142	0.055082642
C25A1.1	29.16706309	29.60441655
attf-6	0.503264863	0.862456053
mnr-1	25.65538142	12.66026448
M106.7	35.16264489	51.85454338
R02F2.10	1.754452135	1.183865748
fcp-1	0.366683624	0.534134714
egl-47	0.409956846	0.348348727
M01H9.4	26.6641649	16.47439031
C39B10.5	0.195696381	0.083143611
F20B10.3	17.25863221	7.000826167
parg-1	2.151769856	2.826807127
ttr-58	0.864325684	0.30601468
mau-2	1.781034743	2.403606215
ins-6	8.260811848	4.445607955
T22D1.5	54.329043	52.92430215
B0491.5	491.9699632	411.1852083
emre-1	50.14988585	65.2759578
clc-3	12.88435802	8.334243289
K02A11.2	0.201396276	0.299478444
F49B2.9	5.478495105	3.389701072
mboa-6	107.6509166	93.74849731
linc-152	0	0.01237233
droe-8	0	0.019383921
C10B5.1	2.282706294	1.214642884
Y48G8AL.20	0.216834318	0.27637284
hbl-1	0.099593083	0.027201305
nspd-4	145.3987873	84.58245759
Y48A6C.10	0.167288842	0
K06A4.15	0.467905634	0.596383497
21ur-8267	0	2.518063654
nlp-58	9.025379775	6.308412101
Y54E2A.8	9.616097515	7.033555325
F58H1.6	2.069334485	3.795475507
Y75B8A.14	55.67143894	32.21830162
M05D6.3	2.571260327	4.185173636
F39E9.19	14.98164519	24.9707979
unc-52	19.71352786	21.35000002
C09B9.2	19.48279414	11.27771062
tbx-7	0.434880847	0.526576204
srtx-1	0.038846098	0.024756244
Y32G9A.3	5.252017214	6.020497733
fbxa-201	0.517419457	1.678709103
nhr-63	1.671662862	1.791699138
F07C4.6	0.60713609	0.386921976
daf-15	0.4376496	0.592374945
C33F10.14	27.05852461	21.61050519
K02A11.9	0.730416071	0.372389695
C04F12.5	50.96118679	60.09646405
Y75B7B.1	0.792298544	1.468870465
F49F1.5	34.03133016	23.94191168
tomm-7	245.5270926	207.4841772
Y94H6A.3	30.35770638	31.8124352
T12D8.10	91.63598364	80.38727452
Y42A5A.3	6.072827415	9.579589987
mks-1	0.074350596	0.113719004
paf-2	8.035248429	3.464508269
ser-3	0.169752999	1.21163783
Y51A2B.16	0.501058368	0.255455733
K07E8.6	0.636210673	0.448129972
lin-59	0.653016815	1.03369102
W04G5.11	0	0.142917126
F14E5.1	0.146186162	0.093163032
ins-13	2.616337206	1.310073658
C14A4.6	8.001807591	7.427495935
unc-13	0.176988156	0.307616851
C53H9.3	109.9829012	88.23591286
C27C12.3	0.327624698	0.439562234
xpd-1	2.725598454	3.170894971
nkat-3	47.84949506	21.68418612
apd-3	1.288743672	1.492561924
pqn-24	1.765960391	4.343206914
D2092.4	16.8496018	17.79593063
R03H10.6	0.212757091	3.308348247
mop-25.1	16.53512353	10.19046969
lgl-1	0.499143495	0.439725553
C29F9.6	2.639600429	1.206789842
C14H10.3	5.206185395	3.140212021
dao-3	53.33799287	41.48592701
F37A4.1	28.84664602	29.2861751
T23G11.11	0.617375489	0.314757957
Y50D7A.13	0.734294387	1.013910586
F59H6.5	0	0.331903481
W09G12.8	0.139407368	0
F17E9.18	0.501058368	0.638639332
par-2	28.83180949	24.16959583
C24A11.2	0	0.094259067
M03C11.6	7.695657254	7.056434193
K08B5.2	1.364724764	0.695780746
Y52B11A.10	2.630923058	3.836976263
paxt-1	5.535800215	7.895178748
ZK666.2	9.786826208	6.914990188
lagr-1	5.037510358	1.708935167
F56D6.19	17.71109472	8.658604845
F56F10.1	33.94675071	22.95347673
R04E5.9	2.757848426	2.750948154
dmsr-12	0.237222805	0.067191025
cyk-3	2.330963804	3.262863121
Y53G8AL.4	6.883598273	6.52099444
clec-186	64.28239156	34.87944951
F36A4.5	3.289768243	1.86358896
F35H8.4	7.795878719	8.899626933
trip-4	29.50880927	34.57017671
clec-2	0.083915115	0.064173952
W05H9.4	0.708282251	0.710925782
mdt-31	5.664814307	6.233320636
Y51H7C.13	724.7709076	575.6950399
Y71G12B.18	0.365637187	4.256444848
F53C3.1	2.480010474	4.473581172
Y41G9A.2	0.341461999	1.269394229
ZC449.2	0.274147354	0.679433475
C09D4.3	10.89007889	8.401794698
E01H11.4	0	0.20182953
R11G1.7	0.717553398	0.914579723
soc-1	1.363669293	0.940622386
pmk-3	2.815741404	2.975598416
cpg-2	344.6634488	222.966143
Y65B4BR.11	0.162061066	0
F25E2.2	45.75634336	39.34474459
exc-1	0.162909553	0.103820687
linc-68	0.059608668	0
col-132	0.349474645	0.095450066
ZK177.9	0.226708376	0
F13B12.6	5.860706497	3.341816819
lgc-10	0.094290075	0.160240414
Y52E8A.3	44.53005925	11.98598299
sri-57	0.041780093	0
vwa-8	2.842252349	2.312488338
F46E10.15	0.288108561	0
T22C1.1	4.784054767	4.986753511
sys-1	0.587202198	0.381855407
C25E10.16	0.250529184	0.063863933
rnp-2	25.38695729	25.41784543
sdhd-1	639.2694841	524.8696722
ins-33	12.28033932	1.83315034
T05F1.5	25.32215192	19.04328521
itr-1	0.147633604	0.198074679
zig-7	17.54581139	22.84093573
C24H10.2	1.560002454	1.531566155
C34H4.5	8.842716614	5.677749296
C39B10.1	0.094720623	0.135820214
Y66D12A.9	251.9526725	165.3629593
CC8.3	0	0.112990036
Y47G6A.9	12.06314288	13.4678253
nrde-2	1.191422973	1.6364442
ife-5	19.81958697	13.8306516
K08D10.10	0	0.259212435
col-65	578.2625027	336.8577174
dnj-3	3.133180605	3.718078364
gska-3	6.552584244	7.290519375
best-10	1.643567687	1.333092523
Y38C1AA.7	529.5723467	287.6966414
zgpa-1	0.399226644	0.529200445
acbp-3	81.61598426	75.40201719
srh-72	0.020042335	0.051091147
F27E5.9	10.79353049	20.49253429
Y64G10A.2	0.036779816	0
F31B12.4	1.332935995	0.74328385
hpo-27	1.313345076	1.340167852
smf-3	0.640925997	0.251357513
Y48B6A.18	0.140160922	0
R05G6.4	7.314807719	9.663372897
mlh-1	6.550199387	4.830435678
C05B5.5	0.346987475	0.173059647
Y102A11A.1	3.143002488	0.326415659
M79.2	1.110717169	2.033820643
col-171	0.022450018	0
T20B6.2	0	0.024617941
ZK1248.13	1.659898189	1.702554402
21ur-3954	0.987800782	0
T20D4.7	2.045164999	1.117169086
lpr-3	38.27294784	51.13215397
K11H12.5	0.047523062	0.151429945
pptr-1	10.53108421	7.839386016
Y106G6D.5	0.667331063	0.836150908
math-33	5.886758713	6.842934145
glt-3	1.945949007	1.901539626
ubc-17	0.123305722	0.132984157
oatr-1	240.5563455	108.8422597
F38G1.3	5.579607387	2.530529315
W03G1.11	0	0.097924698
