Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3
pho-10	0.033566046	0	0.011205289	0.042782635	0	0.019264906
swt-4	11.85781279	8.05238154	6.18818046	6.750553625	6.031832999	4.829834862
T21C9.9	11.87124868	12.35794065	6.182918402	7.486742828	9.090000894	6.540042372
B0207.10	1.68648914	0.587413199	1.238594386	1.6121749	1.432570497	0.871149645
21ur-4885	0	0	0	2.518063654	1.118769341	0
21ur-7888	0	0	0	0	1.118769341	0
K08H10.6	0.936352824	1.634267435	1.115673276	0.89968316	0.946292401	0.512607036
fbxa-77	0.182649956	0.31159816	0.017421053	0.033257444	0.029552398	0.059902953
Y49F6A.5	0.033163575	0.099009008	0.188205862	0.042269654	0.150242405	0.190339118
D2096.14	0.850156411	0.338416035	0.340567309	0.650155779	0.962875252	0.975878017
mir-4813	0.864325684	1.720281511	0.577072384	0	0	0.992142651
Y43F8C.7	63.74857788	61.2333115	58.78833605	46.8179219	48.07875838	49.69923017
C27A2.5	17.23163586	14.27196513	4.299036598	10.63182432	12.47220636	7.097232085
F28C6.4	0.38521479	0.507938273	0.475803414	0.601459494	0.349031104	0.718543424
eif-2Balpha	17.73844868	23.09449819	24.24458357	14.02627287	15.12532276	17.30089276
T24H7.2	2.262554491	2.749478008	2.168695353	3.302579166	3.560489468	5.048570379
F46F2.5	0.820061026	0.945922987	0.734172952	0.57012762	0.949898497	1.262240785
cyp-13A4	0.212348729	0.343395925	0.159497933	0.236823645	0.075157249	0.045703308
Y59C2A.3	1.271651581	1.458833874	1.143826744	1.530776883	1.830323787	1.875314334
ttr-28	0.507071068	0.50461591	1.384973722	0.176264456	0.469883123	0.582057022
ZK829.9	3.281983125	5.499317771	9.176972601	3.432330173	2.795788698	9.337813185
Y50D4A.4	7.794006605	8.266352724	8.766803139	7.436156728	7.410220765	9.673390846
F48B9.3	0.222096536	0.55992032	0.177940949	0.301951958	0.519856417	0.492884572
copb-1	74.73038117	65.03796806	56.29661704	60.57730602	59.33966396	60.79425544
21ur-8005	0	0	0	0	1.118769341	0
Y46D2A.6	0.889998724	1.021949412	0.822756667	1.308894474	1.395692445	1.335954461
H04M03.12	0.180157215	0.281733448	0.326482639	0.26242847	0.145745386	0.324969801
cal-7	0	0.076456956	0	0.048962349	0	0
srab-13	0.020518117	0.020418772	0.013699048	0.026151996	0.046477065	0
R11D1.13	2.304868491	2.293708681	2.06784271	2.111501293	1.957846346	1.984285302
atg-10	0.437633258	0.435514307	0.730471372	0.948258148	0.644354494	1.05493649
anr-12	0.085015641	0.084604009	0	0.108359297	0	0
C04G2.14	11.69196925	11.12353929	8.172489567	5.156827879	5.514330867	6.769528699
C27B7.5	80.34878763	80.81322446	90.30362684	64.51643452	60.58699702	75.59768085
seb-3	0.851028366	0.710797635	0.415999433	0.387394408	0.34423672	0.540772258
gln-3	304.6286342	227.255976	279.4741006	387.4849184	424.4776703	474.303391
B0350.74	0	0	0	0	0.083609097	0
grl-16	1106.570257	883.8736187	377.780391	683.2599698	841.9538411	485.9661111
tdc-1	20.40759543	24.24278836	37.33170819	11.06414413	9.000708155	21.79984952
eor-2	0.474337983	0.741779206	0.616423584	0.766523664	0.805842841	0.738941689
T07G12.2	0.038062048	0.075755516	0	0.016171051	0.100586601	0.087381371
K02F2.5	14.2379561	12.57585104	12.64442347	10.41957374	9.953189308	7.35065294
K09E9.7	2.013962759	2.672281958	3.047838612	2.224697015	2.509084638	1.232953974
Y54F10BM.6	0.06286005	0.062555691	0.230828954	0.120180311	0.106791619	0.036077915
R07C12.1	0.184116714	0.122150166	0.06829259	0.495417849	0.556074702	0.305274662
cnt-1	15.15765107	13.5134472	11.83169672	9.460064828	9.800854134	9.868954852
piki-1	0.421412523	0.453606568	0.39619895	0.328851597	0.413972486	0.439306945
spe-6	14.33870819	9.361953064	5.685681596	10.06562813	11.74707808	6.328825752
nlp-23	1.302751756	0.598358786	0.702522902	0.702503266	0.680990034	0.460124128
math-9	0	0	0.017893717	0	0	0
Y38H6C.9	0.047414438	0.117962161	0.189939253	0.211517347	0.187953249	0.190491389
tyr-3	0.019926817	0.019830334	0.019956394	0.038097505	0	0.022873606
pals-24	2.220916327	2.688651898	2.369436279	0.729571423	1.140996546	1.024995057
F32B4.8	0.106127357	0.073117042	0.054505066	0.093646995	0.092460276	0.065596208
F47B10.10	0	0	0.189722428	0	0	0.326183885
aqp-8	92.14697034	143.1131603	128.2117297	63.56479856	69.10284618	75.91690502
Y9C9A.16	0.070437407	0.01752409	0.011756993	0.04488908	0.119664632	0.101067163
cdr-2	35.78742044	48.56249885	55.29966761	29.9144157	27.28353618	20.68208479
clh-4	0.219990567	0.296193198	0.272156408	0.338124268	0.366409173	0.267377184
rom-1	2.324237134	2.698480801	3.323419669	4.023964466	4.255710826	2.956974175
F09C12.8	36.64515669	27.47967599	19.81971081	26.4970835	31.24901335	18.07186223
acr-5	0.277045962	0.149339964	0.069364293	0.13241904	0.052296397	0.159007837
tes-1	0.608366576	0.812150069	0.673663899	0.907799772	0.873888498	0.749429642
C24B9.17	0.252973371	0	0.168899234	0	0	0
srsx-31	0	0	0.014940385	0	0	0.025686541
lact-5	1.014063067	0.885222047	0.843337344	0.68026591	1.007468103	0.469693605
dpy-3	89.84423019	53.3911793	37.1154674	132.4601207	162.2104775	53.09764101
F53F10.8	5.510076236	5.322120924	6.960935634	6.678770394	4.77225047	6.324909399
F20C5.6	0.019812623	0.098583468	0.145508223	0.176769512	0.134636998	0.159197675
21ur-15200	2.963402346	0.983018006	0	1.259031827	2.237538682	1.133877315
noca-1	5.002426912	6.668917404	6.329708012	6.309162522	6.413975897	10.07591586
Y105C5A.15	1.152434245	1.542890372	1.251015432	1.035606515	1.483643754	1.6178825
vab-2	17.28145175	16.53283724	11.92334625	7.66479405	9.115594995	4.636777953
T23F6.2	0.411583659	0.054612111	0.384714923	0.104919319	0.062153852	0
mdt-15	5.702554065	6.672250477	5.352784287	3.255504271	4.560216715	4.601437998
C55C2.3	1.206912955	0.775690572	0.60435217	1.089634817	1.822576963	0.69269596
grl-22	24.68895942	14.81763952	8.949932437	14.00383253	13.35659593	8.76494121
Y57A10A.31	8.126564265	9.788562025	7.614814594	7.790859095	7.944114896	10.93457133
ZC376.6	0.496893727	0.661303022	0.691487601	0.465460251	0.372923114	0.687198373
glb-33	1.287075078	1.103705365	1.307268926	1.13437521	1.240615507	1.288803127
pxf-1	1.472022602	1.66103191	1.10616963	1.515099761	1.325382919	1.831104132
T16G1.9	1.58611986	1.738466305	1.424990581	1.59308784	1.117586709	1.770334878
str-172	0	0	0.013342714	0	0	0
ttyh-1	7.46554539	7.484841667	6.707885261	6.059583797	5.721047874	5.47854599
Y105E8A.25	2.189946079	2.374851021	1.647308577	3.233151647	3.475040925	4.68932493
F09E10.7	15.46157139	10.78712332	11.5353249	7.153438125	7.789839575	6.379187761
rsr-2	5.892022973	6.881126043	6.545572208	6.785767781	7.151194636	8.980521272
C23H3.5	1.386344167	2.623003492	2.41113412	1.745192631	2.326154075	4.49902311
skr-8	0	0.035287826	0.21307288	0	0	0.407032882
T14B4.20	0	0	0	0.677940214	0.60241426	0
lbp-8	4.709948655	4.53755413	3.914056171	3.320924529	3.17795349	2.070558576
K03H6.5	1.468734814	1.510891637	1.553550476	0.567916504	0.317741173	0.435690329
fbxa-12	0.047360311	0.094262001	0	0.03018227	0.080459439	0
F26D2.3	0.020100597	0.06000982	0.040260864	0.025619834	0.04553131	0.023073085
C14F11.6	34.64543161	19.34641196	13.29381409	60.76970896	69.04739785	22.85564222
spp-9	0.066486591	0.066164673	0.221950917	0	0	0
msp-31	537.232433	468.1853649	428.1877091	363.2700268	334.9140906	269.6147654
C24H10.4	0.305056124	0.10119303	0.814690425	0	0.345502296	0.466890659
F23B2.7	4.133166429	3.181874072	1.943822768	3.147579567	3.709603604	1.99920474
C01G12.3	31.5118739	24.08394115	15.02792667	21.11501293	25.16648325	15.58490747
F11D5.7	0.158956448	0.10545787	0.283008679	0.050650706	0.135023886	0.106436759
swt-2	0.031287808	0	0	0	0	0.071829332
F09E10.5	0.021744042	0.043277522	0	0.027714537	0	0.024959564
R04F11.5	19.47985628	22.01220428	25.14298173	20.65895234	18.9047959	25.64635412
R03A10.5	3.394114436	2.641058821	2.603605953	2.784334092	3.435176879	4.600640595
emb-8	24.01860694	23.4664042	20.32548162	31.49098761	30.46326231	32.83797637
mel-28	0.859967739	0.948323253	0.987973785	1.362716801	1.276713248	1.903135259
srx-92	0	0	0	0	0	0.03450931
Y67D8A.6	0	0.145375902	0	0	0.165451804	0
F01D5.2	22.03385475	32.24885937	29.93885981	10.32594013	10.22755554	10.42490188
srw-108	0.03509952	0.034929574	0.046868823	0.044737172	0	0
Y71H10B.1	72.38215563	76.69112811	56.33429843	30.1675363	32.68025987	34.8989704
D1053.3	0.675863693	1.034755796	0.850422461	0.430721414	1.030445446	0.716133041
Y37E11B.6	5.501401435	7.13226203	8.188530765	5.275067654	4.172927979	8.51649458
let-611	3.146462674	3.636264771	4.337043093	3.913394339	3.836660363	5.12637377
Y54E5A.7	2.548270551	2.958587598	2.537128586	3.561377743	3.265890242	5.234407779
cisd-3.1	36.29094177	49.23638013	61.07648091	36.45718247	34.00085953	47.1298571
C42D4.2	0.381495474	0.498288438	0.318384764	0.440661139	0.567100321	0.478965418
F52H2.1	1.262104275	1.105703561	0.69860869	0.32998026	0.390958397	0.507679859
bath-27	1.198531615	1.674407337	2.954610607	1.175096372	1.409649369	2.69862801
grl-2	0.623448034	0.470022271	0.176590456	0.601996092	0.684711291	0.368665029
K01G5.10	17.68917143	17.32717281	15.51838026	20.31642522	18.77645412	18.61562436
ZK930.5	0.835097279	0.565116632	0.312232401	1.405006531	0.794488372	1.533747093
rpn-2	76.60239208	68.14486193	59.24693536	78.3600037	73.33721723	89.41591177
W05F2.7	0.444832111	0.409057167	0.38346178	0.358844576	0.427282427	0.355490852
F10B5.2	12.45787858	18.5675077	24.82378412	13.02289066	11.57207505	16.2068442
slo-2	0.332887396	0.31900614	0.337497311	0.267146723	0.481752385	0.332581548
Y25C1A.8	8.429466036	10.35816146	10.58713717	7.038121379	7.056548669	9.563834458
D1086.12	1.786160318	1.777512011	2.791630007	3.932318583	3.448261667	3.588022737
mics-1	5.762171227	8.345195414	11.4432226	7.781888207	6.220674916	11.11762687
T23G5.10	0.153657899	0	0	0	0.174030786	0
linc-119	0.072657851	0.05422954	0.097020926	0.046304148	0.082291265	0.041701267
T09A5.4	0.208830367	0.323274378	0.371805026	0.088723719	0.105119267	0.159808212
F47F2.1	9.163934964	9.927889682	7.939959792	2.442218363	2.972152285	1.243166695
fbxb-41	0	0	0.07745938	0	0	0.079904106
ceh-38	1.35934439	2.056639164	2.383305872	1.690335751	1.827462333	3.41250557
B0410.3	43.2606086	63.34164742	58.08208886	16.34589184	12.85150422	11.26124308
twk-21	0.059403827	0.118232406	0.079322664	0	0.09419192	0.054550799
C05D2.11	3.564060303	4.135213513	6.009228818	2.595818588	3.571558181	3.073049921
glb-28	1.966539171	1.451980725	1.694157458	0.929835432	0.646628151	0.546133569
srh-209	0	0	0	0.025997707	0.023101432	0
Y111B2A.2	208.9482504	352.282016	545.8176132	265.3083964	230.890845	273.4208299
F28G4.4	1.575479728	0.783925752	0.59606464	1.182533691	1.070619774	0.321504454
srg-41	0.022896045	0.022785186	0	0	0	0
snt-1	1.186252858	0.761117779	0.552322101	0.656515467	0.548020196	0.430003135
htp-1	106.9902977	96.647657	92.64545654	62.4914919	55.4630693	68.26391134
Y38F2AR.17	0	0	0	0.089930845	0	0.080991237
ugt-5	2.63969736	1.952751985	1.076162014	1.875787283	2.24887756	2.037914634
R06C1.4	1580.190721	1326.438238	1517.279447	803.9732882	793.3654066	732.6448225
snpc-3.2	4.317570554	3.279034241	3.088556422	4.551429609	3.529638484	4.024465964
B0457.13	0	0	0	0	0	0.167686082
Y39B6A.43	0.90677783	0.800995517	0.653032796	0.740206826	0.634665319	1.075958238
his-48	2.95543621	3.329577118	3.164590494	4.406611394	3.347285689	4.28861662
emb-1	70.49524604	96.50359694	159.271978	86.41257466	67.04429928	99.89182592
ect-2	5.656727836	5.436756206	4.512221527	5.502335002	4.349833002	5.442367006
C15A11.7	2.425971751	2.554180684	2.828632771	1.501235407	1.274259317	1.513437942
ZK507.7	0	0	0	0	0	0.355394382
F31E9.3	0.15670494	0.233919299	0.117703149	0.024966637	0.110926139	0.089939277
M01D7.11	165.5228238	151.9522885	92.52195587	91.03968282	93.97662463	57.19651241
F31A3.5	1.553843926	1.17906935	1.050401418	0.557015485	0.571955112	0.746893906
irld-9	0	0.013572241	0	0	0	0
T22C1.9	1.869765766	2.141574942	1.884317989	1.438893516	1.51832982	1.619824736
sru-12	0	0	0.014117979	0	0	0
F43C1.5	1.681931061	2.107732301	1.829995308	1.310073658	1.657996005	1.430115533
C02B8.6	0.874260462	0.790934028	0.742897782	0.810411291	0.810143316	0.889507204
srbc-65	0	0	0	0.155162373	0.027575301	0.223581442
F41G4.8	0.512192998	0.707934778	1.063902996	0.435220878	0.805698085	0.816578313
ldh-1	149.9446273	153.3390947	164.3538826	89.87386774	82.56784374	83.65920235
cutl-18	0.23278597	0.343198306	0.17268999	0.31868262	0.253885312	0.26721049
K11C4.2	6.801251285	7.670763458	6.614573951	6.241495483	6.213754962	4.033629138
mtp-18	25.25694215	30.94446502	29.13697212	12.34906666	13.5056227	11.31161441
Y45G12C.16	6.379971029	0	0.023796799	5.678622931	0.080735932	0
blos-4	14.15232335	18.13530415	29.89989998	14.00231658	10.75900609	22.84709805
Y54G2A.48	1.352857593	1.196717573	2.107568707	0.766367199	1.191732559	1.121552562
T21C9.13	5.514887766	15.54521592	31.00771127	7.742790871	7.482619235	21.81910478
srm-4	0.039512031	0.03932072	0.026380452	0.025180637	0	0
sru-37	0.020702412	0.020602174	0	0.079160684	0.070341785	0.071291687
oac-37	0.021006396	0.010452343	0.007012525	0.013387174	0.011895775	0.012056417
mcp-1	1.468069103	1.899249226	1.676082848	2.077001549	1.995257423	1.449244467
prdh-1	1.20802225	1.639327087	1.376826818	0.948717512	1.271448451	1.498719016
T10F2.5	7.26534633	9.623603814	12.344331	11.11232439	8.625873758	12.82596007
C35E7.3	0	0.013957659	0.009364258	0	0.031770326	0.016099678
ntl-11	14.17742849	14.23608091	13.36577929	13.34211425	13.95644631	21.41315074
F58F9.1	0.876499285	0.678420877	0.617711284	0.775811865	0.909984922	0.698692008
inf-1	1067.760656	1069.454186	962.5834051	723.6798574	643.3900299	704.0417462
F57G9.3	0	0.027746476	0.037230476	0	0	0.032004602
K11G9.7	0	0	0	0	0	0.111268335
gtf-2H1	4.115999112	5.563319081	4.64848041	4.176058182	3.873172832	5.10076893
rhr-1	97.28134596	120.8201161	131.1546236	21.1593323	23.12284047	21.63897333
arrd-7	14.98164519	18.61180758	13.98163948	7.575174825	8.89421626	5.480407024
arg-1	0.019532784	0.019438209	0	0.02489611	0	0.044842606
alfa-1	2.959363178	4.061146174	3.586710684	3.423582682	2.999481091	4.760121033
oat-1	2.335483442	1.684374307	1.29649659	0.51842487	0.430949101	0.286158791
Y57G11C.38	6.153482856	5.353413358	4.909421776	4.291513335	4.295573327	5.375340034
Y49E10.4	13.54439882	11.08538383	11.03964561	8.409871631	9.713068373	9.935048605
F58B3.6	21.97195802	24.29322114	27.80056741	36.28217265	33.17382471	41.79068996
K08H10.10	0.644217901	0.598358786	0.88890653	0.656886171	0.632347888	0.542289151
T23B3.9	0	0	0.159192382	0	0.180031848	0
C23H4.2	0.153921012	0.235655001	0.197627529	0.196184754	0.254788223	0.299001895
B0393.5	0.40296265	0.348705712	0.187158611	0.781578034	0.912779716	0.395516327
kin-15	0.647773497	0.76456956	0.663821828	0.34561658	0.341236836	0.691689866
F56G4.7	1.758627982	1.392135327	0.533708563	3.107552544	3.214036777	1.651659442
C52A10.2	0.012687349	0.025251839	0.025412362	0.032342102	0.057478058	0.072817809
H35N09.2	0.572243212	0.759296667	1.018831244	0.486246775	0.378066881	0.547389049
C01F1.4	1.076525403	1.256732601	1.285454652	0.554124786	0.422050709	0.594097396
B0336.7	2.859650841	4.005206843	5.091369482	3.471291251	2.913206817	4.255141347
Y41D4B.1	0.603143157	0.7931516	1.193694901	0.164733136	0.31715891	0.346168152
F40D4.17	1.26767767	1.376225209	1.538859691	0.881322279	0.652615449	1.190571181
glr-6	0.16491393	0.234450632	0.173023407	0.16515409	0.320192929	0.310995311
lsy-2	13.5549773	12.72910852	11.84878368	6.840858482	6.899605822	8.409322412
ZC434.10	2.538272895	1.509782929	1.460942745	4.611137661	5.914843815	2.109872979
Y18D10A.23	18.96028723	21.98137486	22.70734032	7.676596834	7.225385326	12.26792262
T02B11.4	7.922261547	9.301622641	12.43460494	6.5102701	8.657812989	6.421506203
F27B3.9	0.131289977	0.130654292	0.219141412	0.25100951	0.371742977	0.376763032
octr-1	0.322003686	0.489099645	0.384714923	0.129606217	0.307113152	0.272352885
C14A6.13	3.606324406	4.063423568	2.566977157	4.10270716	4.860859895	3.352757924
slc-36.2	30.88098739	20.81641567	13.40858884	8.200064791	10.37839086	8.362939226
C25F9.5	0.154949142	0.163836334	0.181042317	0.271555884	0.120651596	0.166746664
C10C6.11	0	0.09298819	0	0.119097605	0.211659064	0.21451733
hlh-3	0.323490315	0.482886038	0.728933538	0.309235887	0.045797575	1.02115267
Y49F6B.6	0.173588422	0	0.057948691	0	0	0
T23F11.4	0.283564262	0.3907264	0.407773546	0.222415717	0.1729328	0.600919208
F54A3.9	0	0	0.230828954	0	0	0
gst-17	0	0	0.026380452	0	0	0.045355093
tba-4	284.0378248	198.7404065	130.4260703	197.9932701	176.3021013	134.577853
Y38E10A.24	670.8169425	902.8236821	1261.79804	805.8351097	796.8718376	777.8398383
F14B8.4	15.43864498	26.10082292	41.54921166	8.889198847	8.911576474	18.33753313
R02D3.8	4.713326577	7.628514265	11.58467408	4.984257083	7.479413009	8.08577681
sru-8	0.039287531	0.019548654	0	0	0	0
W03B1.17	0	0.103216891	0.207746058	0	0.117470781	0.119057118
W04B5.3	53.71412066	61.05860104	46.53649286	75.4230937	91.05930392	68.67466879
F10G7.5	39.46529661	23.67699284	18.54574131	29.13101812	23.49415616	15.89135153
F58D2.4	1.074113472	0.66807049	0.986065433	0.598956889	0.456197207	0.46235774
hmit-1.3	6.708881674	5.129566687	3.128590777	3.306779459	2.834832065	3.043664066
C09H10.13	0.211671596	0.070215572	0.141323849	0	0	0
F47H4.2	0.040170055	0.015990223	0.048275614	0.081919964	0.036396834	0.064554595
grsp-1	68.89655866	75.9052048	36.78985179	141.9655733	188.7606086	139.7182331
ZK697.8	0.100943146	0	0	0	0.114326794	0
F38H4.3	1.022689993	1.321540763	0.621658551	0.85603047	0.777952191	0.770936453
C17E7.9	6.457021287	8.323126721	15.13966373	5.670272015	3.742941545	11.81816981
ZK418.10	0	0.046810381	0.01570265	0.029976948	0	0.026997079
T26A5.2	0.522796453	0.715364589	0.585902475	0.737740521	0.824727354	1.532418352
ZK1320.7	0.408928281	1.017370786	1.092093974	1.160881496	0.736823894	2.15497651
flp-15	41.80193309	32.76354332	33.57512053	50.57588077	39.60189201	38.87395296
Y102A11A.14	0	0	0	0.17986169	0	0
dct-16	5175.703269	6924.929631	10753.37788	3657.52175	2828.988936	3193.510309
B0507.9	0.0271161	0.026984808	0.072416927	0	0.153556576	0
F49E8.6	15.02995082	15.28681295	12.46752792	9.288186891	8.441014188	7.651974457
efr-3	3.031170074	3.896637655	3.194028545	3.474049448	3.196297989	4.494636939
C17E4.4	10.59141949	15.61906388	21.39747761	14.61875843	11.87138578	19.59088028
srt-22	0.020640613	0	0	0	0.02337727	0
T27F7.4	9.891920506	13.84532403	12.68862578	11.93420309	12.63736636	10.12504532
K05C4.2	547.8915021	529.5569737	515.841967	523.6909752	517.2423958	437.1276084
nhr-120	0.839010706	1.065278927	0.917520946	0.940322933	0.753647966	0.763825304
ZK1240.8	0	0	0	0.270713328	0.427652444	0.297981411
W02B12.1	21.05073102	18.23588233	14.3439402	11.36744663	10.69403279	11.56377231
vab-9	27.62580583	30.15361365	19.09782947	22.94763669	29.58933818	19.95517105
snf-12	0.459621869	0.571745566	0.347484446	0.137841217	0.176072203	0.11638037
F30A10.15	0.043216284	0.043007038	0.086560858	0.110165285	0.048946159	0.19842853
F11F1.5	0	0	0	0	0.031706014	0
F58E6.11	0.182926071	0.327672669	0.293116132	0.233154042	0.124307705	0.083990912
R10D12.6	0.450952531	0.074794848	0	0.862163099	0.595866279	0.258819822
K04E7.1	0	0	0.025790945	0	0.043750756	0
mlc-4	694.2583645	895.6600938	902.3410682	600.3180193	664.4455185	621.3451062
F15H10.7	0.072567074	0.113481839	0.055371263	0.05285291	0.164376905	0.107097857
BE0003N10.3	0.200714237	0.179768169	0.05360324	0.268617821	0.204593522	0.16127718
R04B3.2	0.68386208	0.983018006	0.938535306	0.968486021	1.226343316	0.850407986
aldo-2	1196.285532	1167.436781	1526.267534	1532.68594	1259.771134	1607.916356
unc-51	11.15050731	11.36148582	9.060777132	11.19906606	13.36909781	11.29908083
F53F1.4	5333.835337	4717.4014	1736.704784	3995.715668	4939.018344	2737.789566
F44E5.5	0	0	0.014292814	0.463853831	1.163797209	0.823201952
F21C10.18	6.990590148	6.729892503	5.83413839	7.747888166	5.938083424	4.012181269
cit-1.2	8.978666808	7.89348787	6.349026658	9.395759902	8.465911281	9.917195623
C18E3.9	4.089035795	7.704117862	10.82825524	7.027154383	7.024830745	10.442219
atad-3	7.483088138	8.566771013	7.350895203	6.048000202	4.756646828	8.24344028
T26A8.4	6.469665642	7.766697047	6.679989199	5.763081336	4.943987644	8.102785893
C31C9.2	328.0263147	195.1640733	158.621655	289.5812181	292.7192438	173.4621665
K03F8.4	0	0	0	0	0	0.440952289
nlp-36	353.8111981	418.8367322	387.1808064	286.6951991	231.0730459	236.5841849
T23F6.3	31.51773657	31.41847472	24.62175506	38.60054942	42.5565981	24.73434702
arl-8	93.71892687	114.685434	145.1492173	85.14710404	82.27165077	102.1586884
F08G2.8	4.436871845	5.3902154	7.521176741	4.333167871	4.1441081	3.5055707
srz-94	0	0	0	0	0	0.024198601
Y71A12B.3	0	0	0.016972717	0	0	0
C17D12.8	0	0.157583039	0.21144637	2.018295295	2.152136442	4.180631628
Y45G5AM.9	21.00639637	22.88316599	20.01074148	15.72992928	16.82402502	18.40756528
T01G9.2	4.394737391	6.576507024	7.379227578	7.482530652	7.484699551	9.505746189
F21D5.4	0.159567819	0.317590433	0.426145761	0.47455815	0.391569269	0.763186655
F59A1.13	1.285138795	1.570842915	0.951295082	0.302676338	0.411345495	0.432934975
rrn-2.1	77.1453042	131.1461669	602.0562239	58.23639372	123.6130438	123.8816549
Y54G2A.38	0.04504629	0	0.015037717	0.028707566	0	0
frpr-9	0.078475976	0.091112009	0.043662475	0.066682644	0.029626931	0.030027016
F35H8.1	0.870049695	1.549392619	0.947774512	1.167314277	1.348450464	0.788457736
fbxa-5	0.232601407	0.294604785	0.098825852	0.080855255	0.071847572	0.048545206
str-180	2.131515035	1.574494942	0.528167945	1.036300561	0.846187828	0.756718971
R03D7.5	0.665253588	0.631940147	1.009456066	1.2333373	1.095937313	0.728921131
F11G11.5	63.21925004	70.47010331	61.8910132	204.7500509	234.8017154	268.4100207
mir-242	0.987800782	0	0.659511296	0	0	0
Y73B6BL.23	40.89395459	51.2609137	47.14506508	32.40417268	26.18372286	40.00639861
srh-246	0.041780093	0	0.013947369	0	0	0.023979279
fubl-1	40.67835027	40.76563828	33.42848221	25.301989	22.67192809	27.65021309
F40G9.15	0.0813483	0	0	0.034561658	0	0.031126044
K04G2.12	3.321722237	1.551626461	0.588387529	1.123253885	2.149792067	0.544705769
imp-3	3.675658699	4.671922419	4.191367843	4.754501767	3.853865966	7.937141207
cfim-2	4.427224771	5.511128098	5.211929769	6.161280185	5.085085081	8.547690531
rpl-9	11781.28677	10872.79483	11693.16305	12761.08274	10295.22166	11036.63662
drd-10	0.048353884	0.048119763	1.097648171	0.246523714	0.273824664	1.276603131
Y46E12BR.1	0.111525895	0.147981205	0.198562541	0.142148755	0.16841689	0.256036813
cpr-3	10.21348733	8.272189259	8.138120523	16.985052	16.10605674	7.124172566
W04A8.5	0.023761531	0.023646481	0.11105173	0.060571978	0.107647909	0.245478594
B0462.4	1.20481762	1.355373311	1.958548698	1.135036268	0.949258835	1.503246441
nhr-212	1.007312896	1.410206078	0.968911657	0.674592362	0.618776129	0.80351306
clec-25	0.237072188	0.511169363	0.461657907	0.100722546	0.134252321	0.18142037
C17H12.37	0.069146055	0.206433781	0.138497372	0.088132228	0.234941562	0.158742824
fbxb-57	0	0.023810125	0.015974322	0	0	0.054928313
dgn-3	0	0	0	0.034973106	0.031076926	0.031496592
T08D2.7	0.485493576	0.380658036	0.44201289	0.581297673	0.31658792	0.743051517
vars-1	0.586222936	0.702872936	0.565872818	0.837211154	0.767939731	1.167465101
T08G3.15	0	0	0.183846069	0	0.103956443	0
F29A7.8	0	0.029281387	0.019645017	0	0	0
R07E4.5	0.371934769	0.529964475	0.739329901	0.54947966	0.641445991	1.08674794
F52G3.3	0	0	0.005713588	0	0.009692309	0.019646389
F10E9.10	0.398919547	0.044109782	0.088780367	0.282475089	0.100402377	0.254395552
Y53F4B.14	162.3063474	199.5526552	233.3244018	131.1264634	136.5200966	117.2337208
zig-12	207.4381642	319.5553231	339.1087174	168.831081	237.5124709	176.3007426
F44F4.9	5.345745408	3.29600155	3.336351263	2.814306437	4.935747092	2.667946624
ragc-1	50.01987537	47.34719754	43.81514726	40.87233137	38.04328956	50.60837742
T01E8.8	18.32706111	20.34274641	15.59776231	17.54088031	13.41980117	11.17364539
ppm-1.H	0.408996997	0.305262523	0.204802029	0.211777997	0.231612137	0.117369925
sgt-1	236.5490624	282.7165602	249.66405	437.9754532	532.2329991	542.3556607
xtr-1	1.193383686	1.851267413	0.749901169	0.939480602	1.908154815	1.087831536
ZK1193.2	1.911708325	2.505092251	2.953077913	1.838820668	1.855863509	2.208042717
C14A6.8	1.329731822	0.635180865	0.958827961	1.830438579	1.626518503	1.160043715
crn-6	3.561327775	2.977761624	3.198921606	2.643966837	2.557328502	3.371529008
lec-4	99.55571049	65.12840424	59.17023883	71.74708129	70.70307088	58.4665472
nlp-33	1200.191121	685.3601539	297.8616818	1659.236077	2021.959288	1000.079792
srxa-15	0.253535534	0.206433781	0.138497372	0.146887046	0.104418472	0.105828549
T28D6.5	9.926326445	10.02753629	7.646515913	7.534911869	8.4143256	8.568466348
C16D9.4	0.898000711	0.875779678	0.69548464	1.167465876	1.159451862	0.824638047
gpd-4	48.11918429	54.02287551	79.85871871	43.88572634	34.96644878	58.78590257
msrp-4	29.37060991	27.32790057	27.21583282	10.40799644	5.071754345	3.174856483
F32G8.11	0	0	0	0	0.156627708	0
clec-129	0.032616064	0	0	0	0	0
C25H3.14	9.363528245	11.27740101	12.79177118	12.60780482	12.83477049	13.06321157
Y51H7C.9	15.4154122	15.3407732	8.657371002	7.851423419	10.32556826	6.098694246
F18E3.11	85.48275997	103.1412739	132.4095756	51.5234563	38.29633513	57.82774308
21ur-14699	1.975601564	0.983018006	1.319022592	0	0	0
C54H2.4	0.154147256	0.131486485	0.088214887	0.112270354	0	0.05055504
W01D2.8	0	0	0	1.016910322	1.204828521	2.136922633
R148.5	12.3020315	13.59831025	11.08514061	10.43626317	12.43541298	9.582833073
set-27	1.539633823	1.258575737	0.587397735	1.524354637	2.319833842	2.193365065
vha-10	525.2377874	637.2897993	650.210629	499.0921126	531.7942328	485.2905628
clec-212	0	0.020726283	0.013905359	0.053091704	0.070765531	0
