	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Pfdn1	204.9597771	-0.278580129	0.131691523	-2.115399104	0.034395946	0.153803379
Pfdn2	185.3599289	0.027108398	0.147408623	0.183899675	0.854092159	0.934440757
Pfdn4	261.5317015	-0.095195251	0.120559084	-0.789614918	0.429752694	0.67169852
Pfdn5	464.640387	0.043703327	0.094621068	0.461877338	0.644169286	0.819937106
Pfdn6	220.1624754	-0.141499372	0.1394635	-1.014597884	0.310297549	0.565712134
Pfkfb1	26.13506794	0.16978542	0.405777197	0.418420309	0.675639841	0.838221405
Pfkfb2	73.06080105	-0.012505485	0.265803718	-0.047047818	0.962475116	0.9856102
Pfkfb3	184.3357833	-0.199237788	0.147547478	-1.350330016	0.176910148	0.419025291
Pfkfb4	124.5243047	0.000218993	0.176295101	0.001242196	0.999008872	0.999686478
Pfkl	946.5069101	-0.520148297	0.074264487	-7.003997729	2.4876E-12	1.42882E-10
Pfkm	78.88248213	-0.169628942	0.219879429	-0.771463448	0.44043228	0.679528458
Pfkp	1233.799333	-0.210123407	0.06769081	-3.104164451	0.001908172	0.018734533
Pfn1	7409.18588	-0.096505743	0.055065351	-1.752567473	0.079676279	0.262934538
Pfn2	16.67505869	1.124672066	0.542496555	2.073141397	0.038159122	0.165040632
Pgam1	2563.800527	0.011309432	0.053155354	0.212761866	0.831512709	0.923691677
Pgam2	11.06817593	-0.352063187	0.683884998	-0.514798816	0.606693613	0.797302185
Pgam5	558.6666902	-0.056487539	0.083314841	-0.678000921	0.497771109	0.723150806
Pgap1	219.6285019	0.104232945	0.140376247	0.742525514	0.457768999	0.693441711
Pgap2	557.3655546	-0.068969482	0.090921223	-0.758563066	0.448113973	0.684965581
Pgap3	59.93032275	0.248943115	0.267114577	0.931971283	0.351351367	0.604783664
Pgd	4442.069549	-0.345138011	0.049692708	-6.945445842	3.77267E-12	2.09391E-10
Pgghg	166.0155488	-0.182871306	0.15186347	-1.204182323	0.228519117	0.483341569
Pggt1b	205.1565902	0.289941192	0.141423659	2.050160452	0.040348776	0.171296489
Pgk1	4674.947627	-0.062254099	0.045647628	-1.363797012	0.172631461	0.412918664
Pgls	662.7588454	-0.106141433	0.087883819	-1.207747151	0.227144536	0.481332812
Pglyrp2	4.899777123	0.981244942	1.109635146	0.884295117	0.376536923	0.629010944
Pglyrp4	4.538001874	2.619740005	1.288099645	2.033802289	0.041971534	0.175879481
Pgm1	344.1569878	-0.529896013	0.11344172	-4.671085832	2.99612E-06	7.26225E-05
Pgm2	203.3145361	-0.125289072	0.156247663	-0.801862052	0.42263276	0.665388476
Pgm2l1	158.8267055	0.154542143	0.161761722	0.95536905	0.3393911	0.592599279
Pgm3	146.3102371	0.060926137	0.205490979	0.296490569	0.766855468	0.889378471
Pgp	468.9105128	-0.139233669	0.090196998	-1.543661907	0.122670259	0.340667479
Pgpep1	41.71091818	-0.404342761	0.305909827	-1.321771078	0.186244392	0.430539099
Pgrmc1	502.7132906	0.440975465	0.089067107	4.95104737	7.38151E-07	2.01959E-05
Pgrmc2	460.7799401	-0.079508194	0.103348794	-0.769319031	0.441703942	0.68038436
Pgs1	705.8978819	-0.055833729	0.076929368	-0.725779118	0.46797419	0.702040674
Phactr1	7.506254484	1.801738897	0.929568381	1.938253208	0.052592338	0.204738223
Phactr3	5.779169592	2.17930624	3.037981371	0.717353391	0.473156071	0.705762492
Phactr4	347.5604404	-0.099064271	0.106525148	-0.929961353	0.352391095	0.605945132
Phax	442.3758658	-0.13207749	0.103452817	-1.276693022	0.201710646	0.450609719
Phb	896.7133758	-0.166218336	0.074821753	-2.221524225	0.026315476	0.129604433
Phb2	2372.816801	-0.164039745	0.063144431	-2.597849746	0.009380953	0.063622046
Phc1	78.85274051	0.086862984	0.254449353	0.341376319	0.7328203	0.871513944
Phc2	595.6841313	-0.438524796	0.098464823	-4.453618887	8.44349E-06	0.00018437
Phc3	385.7019108	-0.018935325	0.105892865	-0.178815873	0.858082281	0.936276723
Pheta1	72.6057961	-0.104720548	0.231027351	-0.453282035	0.650345667	0.822831026
Pheta2	4.337751901	0.496215348	1.437196003	0.345266301	0.729894178	0.870088633
Phex	4.708799413	1.131900002	1.155366603	0.979689043	0.327239636	0.581825912
Phf1	36.45817876	-0.497883519	0.356389846	-1.39701937	0.162407746	0.399786484
Phf10	596.5401173	0.250352636	0.089979923	2.782316628	0.005397236	0.042065388
Phf11a	8.536277295	-1.178366486	0.815878037	-1.444292447	0.14865673	0.380326286
Phf11b	114.5221241	-1.222903015	0.195731094	-6.247872989	4.1608E-10	1.86728E-08
Phf11c	69.86550404	-0.717856998	0.237804477	-3.018685802	0.002538737	0.023580425
Phf11d	451.8813153	-1.273504969	0.098189524	-12.96986594	1.81347E-38	4.10993E-36
Phf12	602.7656714	0.108091662	0.086014772	1.256663943	0.20887535	0.459221828
Phf13	124.6655589	-0.143578827	0.171824962	-0.835610993	0.403373782	0.651756131
Phf14	428.0834014	0.241440441	0.10037095	2.405481285	0.016151179	0.093218903
Phf19	292.5074697	-0.064200768	0.112979562	-0.568251164	0.569864435	0.771353433
Phf2	463.1085164	-0.25860594	0.093530859	-2.764926391	0.005693564	0.043716028
Phf20	797.1001051	0.175622993	0.075174183	2.336214194	0.019480081	0.105829061
Phf20l1	554.2233103	-0.07713832	0.093650926	-0.823679202	0.41012186	0.657258345
Phf21a	207.8215931	0.263484669	0.143192901	1.840067959	0.065758261	0.233833898
Phf21b	26.74877042	-0.097586129	0.403765737	-0.241689971	0.809020401	0.912654847
Phf23	450.7785038	-0.102659047	0.104687735	-0.980621523	0.326779417	0.581235645
Phf24	10.49785209	-0.456233687	0.708438851	-0.643998683	0.519576288	0.737376752
Phf3	774.5900281	0.05209519	0.076280661	0.682940991	0.494644131	0.720881662
Phf5a	428.1682811	-0.036076053	0.099832825	-0.361364641	0.717826877	0.862823591
Phf6	758.817951	0.25543451	0.078958488	3.235048144	0.001216222	0.013135973
Phf7	79.81107747	0.177924217	0.278764955	0.638258912	0.523305153	0.739251752
Phf8	746.3996993	-0.420875873	0.08388089	-5.017541819	5.23368E-07	1.49198E-05
Phgdh	1566.979523	-0.154737922	0.063061618	-2.453757562	0.014137226	0.085406051
Phip	1396.968374	0.061987208	0.062212048	0.996385903	0.31906268	0.574118608
Phka1	183.4964568	-0.045156044	0.152354257	-0.296388462	0.766933436	0.889378471
Phka2	654.6761714	-0.274334523	0.082161192	-3.338979345	0.000840868	0.009764411
Phkb	315.970207	0.231835911	0.121287274	1.911461147	0.055945345	0.212362464
Phkg2	79.1019382	0.350013644	0.212596243	1.646377375	0.099686088	0.302371498
Phlda1	56.38832102	0.50697238	0.271513027	1.867211994	0.061871989	0.224909637
Phlda3	42.34592593	-1.647283505	0.327433322	-5.030897571	4.88189E-07	1.40347E-05
Phldb1	323.7161613	0.262721915	0.113332459	2.318152432	0.020441038	0.109295167
Phldb2	4.851596406	1.518357637	1.204145352	1.260942156	0.207329688	0.457616872
Phldb3	35.56221046	-0.176394569	0.336166111	-0.524724425	0.599774775	0.792751903
Phlpp1	183.2943553	0.449898884	0.15423018	2.917061259	0.003533464	0.030478442
Phlpp2	111.2587481	-0.277485583	0.178244202	-1.556771995	0.119524628	0.335389166
Phospho1	6.714224473	1.72167857	1.034826099	1.663737097	0.096164979	0.296261636
Phospho2	126.0628941	0.163618655	0.169690594	0.964217587	0.334936849	0.588790276
Phpt1	101.8804593	0.000755336	0.248093901	0.003044555	0.9975708	0.999187371
Phrf1	858.3619449	-0.051054026	0.078662168	-0.649028967	0.516319653	0.735713574
Phtf1	416.8521029	0.138444596	0.100592538	1.376290909	0.168731586	0.408258383
Phtf2	439.7131315	0.088795184	0.097613953	0.909656673	0.3630036	0.615476678
Phyh	358.7732352	-0.045839411	0.103915706	-0.441121103	0.659125326	0.828549706
Phyhd1	35.35478758	1.113130783	0.357639698	3.112436309	0.0018555	0.018349888
Phyhip	4.33164594	-0.055099436	1.162104317	-0.047413502	0.962183668	0.9856102
Phykpl	128.1518376	-0.082533037	0.179472706	-0.459864002	0.64561384	0.820517325
Pi16	13.96221454	1.279028627	0.711902095	1.796635572	0.072393493	0.248391996
Pi4k2a	543.988531	-0.328410585	0.098114102	-3.347231204	0.000816231	0.009535317
Pi4k2b	182.3132282	-0.124826587	0.143858473	-0.8677041	0.385556341	0.63572149
Pi4ka	917.6383516	0.101790808	0.078038218	1.304371255	0.192107031	0.438227044
Pi4kb	438.2518446	0.076936364	0.119248606	0.645176207	0.518813003	0.736949672
Pianp	549.1923907	0.024370248	0.091452406	0.266480116	0.789869471	0.901590285
Pias1	506.8448349	-0.112848014	0.09195521	-1.227206315	0.219745056	0.472205133
Pias2	476.3828794	0.077426972	0.09106551	0.850233773	0.395195129	0.644889398
Pias3	110.5044222	-0.475645025	0.197896885	-2.403499306	0.016238998	0.09368278
Pias4	220.0740954	-0.142183505	0.135705249	-1.047737691	0.294759477	0.552237444
Pibf1	112.0609627	0.21931925	0.183015545	1.198364055	0.23077532	0.4858239
Picalm	2192.881415	0.094236391	0.059212021	1.591507769	0.111495349	0.321829352
Pick1	46.68369997	0.181372177	0.310395871	0.584325355	0.559001437	0.763566202
Pid1	3478.300168	0.027656638	0.047085386	0.587372003	0.556953893	0.762442505
Pidd1	161.4071644	0.111733364	0.152362143	0.733340726	0.463350641	0.697977403
Piezo1	1017.240427	-0.088752232	0.072756792	-1.219848068	0.222522476	0.475913908
Piezo2	13.16851775	2.049166945	0.660356754	3.103121052	0.001914913	0.018779001
Pif1	193.7688891	0.112879965	0.153979042	0.733086554	0.463505641	0.69805623
Piga	196.8867725	0.379790272	0.177640454	2.13797175	0.032519036	0.148536733
Pigb	162.0432444	0.005444122	0.167658332	0.032471524	0.974096025	0.989707508
Pigc	175.4606863	-0.035472043	0.148436004	-0.238971962	0.811127324	0.913665336
Pigf	102.9155654	0.01850924	0.20501949	0.090280392	0.928064401	0.969185853
Pigg	146.8857239	0.120752226	0.158718409	0.760795336	0.44677932	0.684233044
Pigh	37.2422674	-0.475307043	0.35747453	-1.329624919	0.183641884	0.42723051
Pigk	289.4468937	-0.123345254	0.112432874	-1.09705685	0.272616541	0.529955644
Pigl	89.52171825	-0.178639463	0.202603712	-0.881718606	0.377928997	0.630015863
Pigm	310.7584164	-0.055306741	0.117666753	-0.470028615	0.638334574	0.816871216
Pign	1210.551107	0.179990209	0.073276073	2.456329917	0.014036423	0.085009409
Pigo	125.5137395	-0.274029453	0.182579345	-1.500878718	0.133386934	0.357200999
Pigp	63.89875903	0.172833509	0.239035732	0.723044659	0.469652447	0.703031041
Pigq	931.6795101	0.121398613	0.072915494	1.664922035	0.095928311	0.295839828
Pigr	12.0625247	1.905727702	0.673424984	2.829903476	0.004656205	0.037376077
Pigs	538.799447	-0.26129136	0.109717233	-2.381497889	0.01724239	0.097570542
Pigt	507.3993205	-0.175299303	0.103432719	-1.694814794	0.09011056	0.284561867
Pigu	257.0249085	-0.04441091	0.123416453	-0.359845942	0.718962344	0.863064211
Pigv	78.2936371	0.055070635	0.213384204	0.25808206	0.796343577	0.905256642
Pigw	84.66764426	0.39466946	0.224537019	1.757703304	0.078798005	0.2616475
Pigx	138.333428	-0.004815738	0.16172867	-0.029776649	0.976245182	0.990346898
Pigyl	38.23462936	-0.496869421	0.338401088	-1.468285532	0.142026679	0.369835079
Pigz	4.874123762	-0.743988273	1.172059579	-0.634770012	0.525578424	0.740617893
Pih1d1	295.752646	0.107742262	0.116479205	0.924991394	0.354970384	0.608840475
Pih1d2	8.533384106	0.299983667	0.767654387	0.390779591	0.695960162	0.851016599
Pik3ap1	666.6372842	-0.401741869	0.079569154	-5.048964923	4.4421E-07	1.28519E-05
Pik3c2a	567.08226	0.074403475	0.081885992	0.90862275	0.363549294	0.616094628
Pik3c2b	13.0574037	1.546228755	0.730908995	2.115487381	0.034388429	0.153803379
Pik3c3	323.9246344	0.10109985	0.124191446	0.814064521	0.41560799	0.661064153
Pik3ca	589.974221	0.041487121	0.088602486	0.468238788	0.639613837	0.817431292
Pik3cb	414.9119246	-0.064224134	0.118406338	-0.542404529	0.587539861	0.784938976
Pik3cd	879.9974471	-0.410735317	0.073831358	-5.563155417	2.6494E-08	9.3819E-07
Pik3cg	1159.884952	-0.266114041	0.066472468	-4.003372361	6.24459E-05	0.001102778
Pik3ip1	9.880254883	0.713931267	0.828266929	0.861957952	0.388710657	0.638729775
Pik3r1	307.0576921	0.11683868	0.116886211	0.999593362	0.317507337	0.573032022
Pik3r2	365.5938334	-0.081929041	0.109813356	-0.746075374	0.455621884	0.691081582
Pik3r3	15.79003885	-0.535145537	0.66198503	-0.808395225	0.4188631	0.663216166
Pik3r4	256.8932805	0.165596432	0.144799658	1.143624475	0.252779407	0.509757434
Pik3r5	976.1371987	0.053881037	0.071744348	0.751014386	0.452643998	0.688432456
Pik3r6	88.65229203	-0.32064467	0.225286793	-1.423273264	0.154656954	0.388382058
Pikfyve	600.101221	0.166613914	0.084671261	1.967774091	0.049094037	0.195370415
Pilra	6.089337683	1.044492901	1.021801107	1.022207643	0.306682634	0.562904277
Pim1	37.7712953	-0.064927041	0.333064926	-0.19493809	0.845441415	0.931086884
Pim2	55.21376107	0.203816021	0.308756823	0.660118271	0.509177934	0.731052851
Pim3	190.2366233	0.032562782	0.154063154	0.211359959	0.832606399	0.924313994
Pimreg	468.5801886	-0.092935608	0.110329778	-0.842343837	0.39959552	0.649110009
Pin1	487.6714349	-0.11087766	0.099184184	-1.117896573	0.263611169	0.520728236
Pin4	61.73145014	-0.203195717	0.308145954	-0.659413873	0.509630036	0.731238707
Pink1	41.64460423	-0.056420702	0.321286755	-0.175608553	0.860601483	0.936327592
Pinx1	183.5125839	0.386278239	0.146421792	2.638119876	0.008336711	0.058615611
Pip4k2a	1180.483856	-0.505653787	0.069125816	-7.314977484	2.57425E-13	1.62058E-11
Pip4k2b	714.2472722	-0.30635853	0.084394476	-3.630077993	0.000283336	0.003943498
Pip4k2c	353.9692381	-0.168946934	0.101152347	-1.67022257	0.094875336	0.29401837
Pip4p1	318.0179497	-0.272896461	0.112534795	-2.424996292	0.015308543	0.089844091
Pip4p2	448.9787132	0.170687842	0.098181335	1.738495835	0.082123483	0.268170921
Pip5k1a	356.3066735	0.19145252	0.105575535	1.813417472	0.069767457	0.242882201
Pip5k1b	377.7405082	0.395304834	0.107716225	3.66987271	0.000242671	0.003484524
Pip5k1c	1333.477969	-0.093259318	0.075632056	-1.233066013	0.217551136	0.469685613
Pipox	5.972728546	0.546021945	0.976322154	0.559264114	0.575981482	0.776079687
Pirb	14.03564301	-0.832796004	0.579836262	-1.436260644	0.150928188	0.383396507
Pisd	129.5393907	0.086155899	0.183423071	0.469711355	0.638561254	0.816930655
Pithd1	284.6474945	0.088026983	0.112187047	0.784644795	0.432661858	0.673961815
Pitpna	2407.555605	0.077599444	0.053507375	1.450256966	0.146986875	0.37775988
Pitpnb	977.1213117	-0.033636607	0.071413849	-0.471009574	0.637633898	0.816391998
Pitpnc1	83.87947757	0.182153054	0.226670892	0.803601435	0.421627194	0.665120157
Pitpnm1	138.3074655	-0.043506593	0.162040883	-0.268491458	0.788321049	0.900732568
Pitpnm2	202.7859638	-0.145453844	0.134012642	-1.085374048	0.277756022	0.535127003
Pitpnm3	12.90288818	0.941889727	0.610061126	1.543926808	0.122606065	0.340667479
Pitrm1	824.1406159	-0.027910306	0.080760852	-0.345592026	0.729649339	0.870030535
Piwil1	5.186199454	1.272830717	1.289174731	0.987322112	0.323484754	0.578031257
Piwil2	44.01417504	-0.436285847	0.306078896	-1.425403227	0.154040676	0.387913905
Piwil4	6.084128407	1.943441244	1.11426669	1.744143715	0.081134033	0.26603824
Pja1	261.5280516	-0.189513881	0.150201381	-1.261731946	0.207045258	0.45726838
Pja2	531.7945519	0.121448288	0.097683239	1.24328687	0.213762141	0.465286612
Pkd1	512.7587828	-0.111949072	0.096749228	-1.157105578	0.247229228	0.505147401
Pkd1l1	8.628010997	0.432159329	0.736184171	0.587026108	0.557186172	0.762465289
Pkd1l2	70.23923396	-0.33030805	0.265286385	-1.245099894	0.213095033	0.464359573
Pkd1l3	13.05256875	0.795578752	0.642326346	1.238589632	0.21549751	0.467432627
Pkd2	260.9505928	0.132904713	0.118634327	1.120288842	0.262590696	0.520025131
Pkd2l1	5.112700865	1.826979958	1.124957726	1.624043211	0.104366587	0.31023807
Pkd2l2	27.29709714	-0.160774531	0.389094792	-0.413201448	0.679459028	0.840228319
Pkdrej	7.762354931	1.335037115	0.917431327	1.455190242	0.145616602	0.375614552
Pkhd1	7.372475304	2.042541102	0.867990614	2.353183396	0.018613451	0.102972217
Pkhd1l1	7.927927335	1.267993654	0.952017262	1.331901957	0.182892408	0.426728031
Pkib	62.62514634	0.461594243	0.252262903	1.829814205	0.067277726	0.237313234
Pkig	299.1893242	-0.052076691	0.237193966	-0.219553185	0.826219154	0.921327743
Pklr	4.898268725	0.974029384	1.17654948	0.827869462	0.407744431	0.65491481
Pkm	34976.91212	-0.153271656	0.049815003	-3.076817168	0.002092236	0.020177463
Pkmyt1	200.9770463	0.056927354	0.158394291	0.359402811	0.719293772	0.863259174
Pkn1	379.6063606	-0.465955022	0.108058115	-4.312078005	1.61727E-05	0.000331785
Pkn2	652.5778724	-0.089224728	0.080898427	-1.102922908	0.270060645	0.527538847
Pkn3	153.7163211	0.856774368	0.1773384	4.831296357	1.35647E-06	3.50813E-05
Pknox1	444.32704	-0.047754028	0.096745077	-0.493606807	0.621583893	0.806051434
Pknox2	6.977779467	1.068193473	1.103103691	0.968352732	0.332868238	0.587150382
Pkp1	4.609120263	1.335189565	1.371968269	0.973192744	0.330457516	0.584870663
Pkp2	281.4048777	0.617610044	0.117307727	5.264870939	1.40288E-07	4.40562E-06
Pkp3	4.22515661	0.722127272	1.15098306	0.627400435	0.530396783	0.744153472
Pkp4	366.6333803	-0.090936674	0.113777324	-0.799251297	0.424144713	0.666919496
Pla1a	6.536504347	0.383674523	0.990721832	0.387267657	0.698558067	0.85183014
Pla2g12a	246.9616567	0.252752105	0.124959473	2.022672622	0.043106911	0.179256202
Pla2g15	109.6735538	0.034739033	0.187784412	0.184994233	0.853233559	0.934255298
Pla2g16	12.18416465	0.694633981	0.710320501	0.977916278	0.328115733	0.582545729
Pla2g2e	5.25463667	1.147772804	1.028723758	1.115724989	0.26453987	0.521713293
Pla2g4a	2095.151423	-0.065938611	0.057459879	-1.147559171	0.251150593	0.507828366
Pla2g4c	33.28867615	0.341334357	0.386478387	0.883191321	0.37713291	0.629697116
Pla2g4d	6.452109404	1.353857541	1.055849317	1.282245031	0.199756704	0.448529006
Pla2g4e	5.815317083	0.838913882	0.940816413	0.891687124	0.372560657	0.625056115
Pla2g4f	4.834639009	1.485905685	1.171429358	1.268455221	0.204635432	0.453975001
Pla2g5	90.45078288	0.824196147	0.208108274	3.960419884	7.48181E-05	0.001294372
Pla2g6	102.1506268	0.366586998	0.192596989	1.903389035	0.056989801	0.213955635
Pla2r1	5.274359788	0.248829309	1.004204953	0.247787375	0.804298924	0.909706117
Plaa	1080.330304	-0.031281273	0.075469415	-0.414489412	0.678515719	0.839628706
Plag1	5.239964305	1.672492941	1.099240966	1.521498008	0.128134911	0.349168334
Plagl1	5.285398008	1.165874933	1.297148479	0.898798365	0.368760071	0.621517036
Plagl2	642.3389558	-0.009618992	0.091174441	-0.105500971	0.915978299	0.964601925
Plat	5.689032257	1.728635462	1.077311342	1.604582998	0.108585606	0.317342049
Platr25	65.21137232	1.571383187	0.25469784	6.169597623	6.8464E-10	3.02179E-08
Plau	1513.391493	0.311503449	0.144693183	2.152855045	0.031330073	0.145080513
Plaur	597.9995464	-0.194366876	0.091941477	-2.114028205	0.034512858	0.154123431
Plb1	12.98251992	1.883883952	0.708998404	2.657106054	0.007881464	0.056347084
Plbd2	397.9254868	-0.024213033	0.099650956	-0.242978433	0.808022105	0.912209741
Plcb1	6.680730116	1.994918811	1.044563177	1.909811541	0.056157483	0.212362464
Plcb2	352.0963798	-0.498392225	0.10471313	-4.759596307	1.93981E-06	4.87569E-05
Plcb3	358.2644124	-0.193927516	0.103413198	-1.875268537	0.06075579	0.222864102
Plcb4	1333.693896	0.694365327	0.070028523	9.915464338	3.56594E-23	4.5745E-21
Plcd3	84.84999972	0.131014218	0.204847463	0.639569641	0.522452425	0.738877595
Plcd4	6.720348517	1.009182373	0.997061725	1.012156366	0.311463295	0.567025743
Plce1	12.6854675	1.908721489	1.422043591	1.342238382	0.179518715	0.422115768
Plcg1	123.6867785	0.180188138	0.184291962	0.977731942	0.328206919	0.582564453
Plcg2	1586.351724	-0.478325381	0.062644133	-7.635597452	2.24776E-14	1.57551E-12
Plch1	7.180951995	0.294616017	0.952447093	0.309325336	0.75707406	0.884423803
Plch2	9.12095916	0.156781931	0.896194588	0.17494184	0.861125333	0.936466913
Plcl2	292.5350335	0.032242372	0.12640443	0.255073118	0.798666627	0.906760356
Plcxd1	5.960240758	-0.176064985	1.012261498	-0.173932314	0.861918657	0.937032219
Plcxd2	4.455864597	1.445067531	1.379134562	1.047807495	0.294727309	0.552237444
Pld1	112.2752081	0.021801862	0.193096529	0.112906547	0.910104646	0.961435905
Pld2	77.11440427	0.352987598	0.26829243	1.315682287	0.188280702	0.433058353
Pld3	362.8644405	0.39542105	0.114889624	3.441747285	0.00057797	0.007197102
Pld4	689.5569793	-0.611116364	0.085820181	-7.12089348	1.0723E-12	6.36729E-11
Plec	6349.083666	-0.002200929	0.146468128	-0.015026678	0.988010897	0.995061503
Plek	2851.826355	-0.079263586	0.051308523	-1.544842488	0.122384367	0.340254064
Plek2	4.798462414	1.587777655	1.15494948	1.374759401	0.169206049	0.408900281
Plekha1	607.9895278	0.290304425	0.08091448	3.587793263	0.000333489	0.004534777
Plekha2	1921.246442	-0.222729232	0.057046836	-3.904322284	9.44898E-05	0.001570748
Plekha3	605.390354	0.050474795	0.084381125	0.598176364	0.54972226	0.757281258
Plekha4	8.403610289	1.241212029	0.784612881	1.581941948	0.113662824	0.325665506
Plekha5	181.823141	-0.666990129	0.151722884	-4.396107631	1.10209E-05	0.000234527
Plekha6	10.74043291	0.358104272	0.677883595	0.52826809	0.597313276	0.791285552
Plekha7	13.39640367	0.823833733	0.576454149	1.429140087	0.152963974	0.386761643
Plekha8	250.4562558	0.064890757	0.124220351	0.522384264	0.60140281	0.794013477
Plekhb1	9.239819701	1.169669537	0.763287715	1.53240975	0.125421353	0.345168905
Plekhb2	630.5419405	0.076125565	0.086084669	0.884310368	0.376528693	0.629010944
Plekhd1	5.238571073	1.707413894	1.083244378	1.57620379	0.114978845	0.328049169
Plekhf1	23.04518038	0.629112063	0.440861553	1.42700596	0.153578177	0.387234572
Plekhf2	207.0668457	-0.060181181	0.143948524	-0.418074317	0.675892782	0.838221405
Plekhg1	6.402695669	1.049968481	0.988650462	1.062021939	0.288225725	0.54639529
Plekhg2	30.0549629	0.329543843	0.378846308	0.869861567	0.384376061	0.634544819
Plekhg3	185.0678181	-0.08727578	0.138031929	-0.632286896	0.527199425	0.741951739
Plekhg4	6.116909174	1.076846895	1.003218145	1.073392563	0.28309502	0.540663776
Plekhg5	65.66618394	0.726336714	0.267560361	2.714664873	0.006634287	0.049028822
Plekhh1	15.86931862	0.158798012	0.546523138	0.290560456	0.771387508	0.891343247
Plekhh2	19.54300138	0.315916341	0.502488101	0.628704124	0.529542778	0.743645842
Plekhh3	36.90478827	-0.008485275	0.335050378	-0.025325369	0.979795439	0.991756616
Plekhj1	292.2572781	-0.129634817	0.124924425	-1.037705937	0.29940698	0.557182991
Plekhm1	810.5925362	-0.101808296	0.079895135	-1.274274035	0.202566315	0.451853142
Plekhm2	167.1837671	-0.427368319	0.174758634	-2.44547757	0.014466045	0.086503639
Plekhm3	1010.96631	-0.124415786	0.077609901	-1.603091678	0.108914415	0.317759587
Plekhn1	159.8198428	-0.389805506	0.158002603	-2.467082813	0.013621885	0.083266434
Plekho1	389.3238899	-0.369752557	0.103296507	-3.579526257	0.000344218	0.004653222
Plekho2	747.9523401	-0.24303636	0.074358959	-3.268420701	0.001081495	0.011907827
Plekhs1	4.611885759	3.143390159	1.294153629	2.428915771	0.01514405	0.089146664
Plg	16.72591854	1.211879202	0.517803786	2.340421669	0.019261979	0.105021212
Plgrkt	134.3173332	-0.186508971	0.182797421	-1.020304171	0.307584226	0.563316375
Plin2	499.5921162	-0.115440252	0.094454481	-1.222178672	0.221640067	0.474698635
Plin3	129.9280726	0.107141904	0.201988311	0.53043616	0.59580956	0.790884264
Plin4	9.620818052	1.589118675	0.875029945	1.816073478	0.069359102	0.242054384
Plin5	7.286436009	1.337503727	0.970299718	1.378443899	0.168066277	0.407228304
Plk1	1099.520728	-0.113039727	0.073839342	-1.530887524	0.125797193	0.345573784
Plk2	18.81420513	0.803044685	0.474896566	1.690988613	0.090838977	0.285734077
Plk3	120.8672383	-0.049065112	0.183341534	-0.267615911	0.788994982	0.900878328
Plk4	656.7956929	0.013170595	0.078751245	0.167243004	0.867178848	0.93854648
Plk5	5.154658194	0.857970431	1.083335428	0.791971174	0.428377485	0.670199815
Plod1	903.778592	0.070567666	0.089730781	0.786437668	0.431611123	0.673210375
Plod2	28.95595604	6.498163683	1.076391083	6.036991372	1.57014E-09	6.67212E-08
Plod3	825.1302608	0.068096227	0.072286946	0.942026613	0.346179015	0.599895191
Plp1	6.929471636	-0.086230338	0.886169808	-0.097306789	0.922482765	0.966627159
Plp2	1520.449653	-0.069216806	0.060159446	-1.150555911	0.24991498	0.50717608
Plpbp	390.6665149	0.023672504	0.115884349	0.20427697	0.838137066	0.92741377
Plpp1	260.6340375	-0.187132774	0.125973289	-1.485495657	0.137412573	0.363223579
Plpp2	169.091303	-0.231011634	0.143584448	-1.608890354	0.107640319	0.316064146
Plpp5	127.2479581	0.367092514	0.201588307	1.821001027	0.068606701	0.240428669
Plpp6	55.82959477	0.054908915	0.254521711	0.215733716	0.829195318	0.922385615
Plpp7	29.39099567	0.476480618	0.380500133	1.252248229	0.210479427	0.46125693
Plppr2	12.50444859	0.138105513	0.577614335	0.239096409	0.811030826	0.913665336
Plppr3	32.94187442	0.282546005	0.40469528	0.698169757	0.485071037	0.71325363
Plppr4	5.244177951	0.503868758	0.98439613	0.511855687	0.608752013	0.798315997
Plppr5	4.270823703	0.29308091	1.464720197	0.200093445	0.8414075	0.929142373
Plrg1	829.5999728	-0.0449472	0.087837622	-0.511707846	0.608855494	0.798315997
Pls3	1167.121638	0.469147446	0.067160438	6.985473341	2.83897E-12	1.61524E-10
Plscr1	62.61369531	-0.259335561	0.243004449	-1.067204991	0.285879279	0.543614381
Plscr3	172.7632266	-0.488752582	0.149534511	-3.268493528	0.001081217	0.011907827
Pltp	109.1544577	-1.094404773	0.196427271	-5.571552101	2.5248E-08	8.98749E-07
Plxdc1	11.93653374	2.709441055	0.732167119	3.700577346	0.00021511	0.003158811
Plxna1	270.4793388	-0.285687462	0.125863694	-2.26981628	0.023218732	0.119458314
Plxna2	238.9351483	0.983839637	0.134447868	7.317629162	2.5239E-13	1.59628E-11
Plxna3	43.8926281	0.224533083	0.353966982	0.634333412	0.525863256	0.740927215
Plxna4	14.52952471	2.460859041	0.747311197	3.292950847	0.000991418	0.011077488
Plxnb1	15.76496798	1.064921989	0.59800212	1.780799689	0.07494518	0.253445551
Plxnb2	3994.78435	-0.199543638	0.057318117	-3.481336225	0.000498919	0.006334545
Plxnb3	6.446645009	0.044354272	2.135540438	0.020769577	0.983429466	0.993143252
Plxnc1	383.1852311	0.48726249	0.122692924	3.971398456	7.1452E-05	0.001242071
Plxnd1	646.0527315	0.906331651	0.08317692	10.89643205	1.19866E-27	1.89527E-25
Pm20d1	5.668812766	0.391887225	1.184218704	0.330924705	0.740701361	0.87605959
