gene_id	fujiabin-LncRNA-T.bam	fujiabin-LncRNA-N.bam
ENSG00000069329	0	0
ENSG00000069345	2	0
ENSG00000069399	0	17
ENSG00000069424	4	2
ENSG00000069431	6	29
ENSG00000069482	0	0
ENSG00000069493	6	0
ENSG00000069509	0	0
ENSG00000069535	0	0
ENSG00000069667	125	37
ENSG00000069696	0	0
ENSG00000069702	1	0
ENSG00000069712	0	0
ENSG00000069764	0	0
ENSG00000069812	0	0
ENSG00000069849	13	3
ENSG00000069869	0	21
ENSG00000069943	219	473
ENSG00000069956	25	8
ENSG00000069966	146	2
ENSG00000069974	0	4
ENSG00000069998	1	0
ENSG00000070010	39	22
ENSG00000070018	0	0
ENSG00000070019	189	137
ENSG00000070031	0	0
ENSG00000070047	0	12
ENSG00000070061	0	1
ENSG00000070081	4	5
ENSG00000070087	46	42
ENSG00000070159	6	0
ENSG00000070182	249	127
ENSG00000070190	1	1
ENSG00000070193	85	11
ENSG00000070214	1	0
ENSG00000070269	1	0
ENSG00000070366	107	96
ENSG00000070367	8	1
ENSG00000070371	3	6
ENSG00000070388	0	4
ENSG00000070404	11	3
ENSG00000070413	3	0
ENSG00000070423	0	0
ENSG00000070444	8	21
ENSG00000070476	0	2
ENSG00000070495	7	6
ENSG00000070501	0	1
ENSG00000070526	10	9
ENSG00000070540	134	168
ENSG00000070601	1	0
ENSG00000070610	111	207
ENSG00000070614	2	0
ENSG00000070669	0	0
ENSG00000070718	0	13
ENSG00000070729	161	5
ENSG00000070731	2	44
ENSG00000070748	0	0
ENSG00000070756	0	0
ENSG00000070759	43	46
ENSG00000070761	0	0
ENSG00000070770	22	6
ENSG00000070778	34	43
ENSG00000070785	7	2
ENSG00000070808	0	1
ENSG00000070814	52	147
ENSG00000070831	0	2
ENSG00000070882	13	1
ENSG00000070886	0	0
ENSG00000070915	0	0
ENSG00000070950	0	1
ENSG00000070961	30	51
ENSG00000070985	5	17
ENSG00000071051	2	0
ENSG00000071054	0	0
ENSG00000071073	6	14
ENSG00000071082	122	60
ENSG00000071127	2	0
ENSG00000071189	0	2
ENSG00000071203	0	0
ENSG00000071205	0	6
ENSG00000071242	5	0
ENSG00000071243	0	0
ENSG00000071246	194	99
ENSG00000071282	54	2
ENSG00000071462	89	57
ENSG00000071537	6	0
ENSG00000071539	16	18
ENSG00000071553	4	0
ENSG00000071564	2	2
ENSG00000071575	1	0
ENSG00000071626	0	0
ENSG00000071655	0	0
ENSG00000071677	0	0
ENSG00000071794	65	130
ENSG00000071859	0	2
ENSG00000071889	6	2
ENSG00000071894	0	0
ENSG00000071909	1	4
ENSG00000071967	4	0
ENSG00000071991	0	0
ENSG00000071994	130	102
ENSG00000072041	0	0
ENSG00000072042	2	6
ENSG00000072062	3	3
ENSG00000072071	256	101
ENSG00000072080	0	0
ENSG00000072110	7	6
ENSG00000072121	204	15
ENSG00000072133	1	0
ENSG00000072134	24	24
ENSG00000072135	51	14
ENSG00000072163	14	6
ENSG00000072182	0	17
ENSG00000072195	16	27
ENSG00000072201	291	134
ENSG00000072210	174	261
ENSG00000072274	0	0
ENSG00000072310	174	79
ENSG00000072315	49	22
ENSG00000072364	20	145
ENSG00000072401	0	0
ENSG00000072415	632	252
ENSG00000072422	0	48
ENSG00000072501	0	2
ENSG00000072506	4	6
ENSG00000072518	11	1
ENSG00000072571	3	1
ENSG00000072609	0	6
ENSG00000072657	0	43
ENSG00000072682	1	0
ENSG00000072694	0	0
ENSG00000072736	654	2
ENSG00000072756	188	240
ENSG00000072778	563	217
ENSG00000072786	0	0
ENSG00000072803	0	0
ENSG00000072818	524	615
ENSG00000072832	939	217
ENSG00000072840	34	0
ENSG00000072849	31	8
ENSG00000072858	2	32
ENSG00000072864	0	0
ENSG00000072952	22	8
ENSG00000072954	0	0
ENSG00000072958	6	3
ENSG00000073008	4	1
ENSG00000073050	5	0
ENSG00000073060	0	0
ENSG00000073067	7	25
ENSG00000073111	0	0
ENSG00000073146	0	0
ENSG00000073150	1	0
ENSG00000073169	52	109
ENSG00000073282	4	0
ENSG00000073331	13	18
ENSG00000073350	2	0
ENSG00000073417	12	0
ENSG00000073464	0	0
ENSG00000073536	2	0
ENSG00000073578	2	0
ENSG00000073584	33	25
ENSG00000073598	52	28
ENSG00000073605	0	0
ENSG00000073614	2	4
ENSG00000073670	11	12
ENSG00000073711	173	183
ENSG00000073712	24	9
ENSG00000073734	0	0
ENSG00000073737	0	2
ENSG00000073754	0	0
ENSG00000073756	0	0
ENSG00000073792	0	0
ENSG00000073803	343	236
ENSG00000073849	94	11
ENSG00000073861	0	0
ENSG00000073905	0	0
ENSG00000073910	1	7
ENSG00000073921	6	17
ENSG00000073969	0	0
ENSG00000074047	0	2
ENSG00000074054	3	3
ENSG00000074071	33	2
ENSG00000074181	2	0
ENSG00000074201	20	4
ENSG00000074211	3	1
ENSG00000074219	7	0
ENSG00000074266	0	10
ENSG00000074276	147	20
ENSG00000074317	0	0
ENSG00000074319	3	18
ENSG00000074356	6	0
ENSG00000074370	0	0
ENSG00000074410	0	7
ENSG00000074416	2	0
ENSG00000074527	0	0
ENSG00000074582	100	109
ENSG00000074590	8	25
ENSG00000074603	3	0
ENSG00000074621	295	684
ENSG00000074657	9	12
ENSG00000074660	0	0
ENSG00000074695	0	0
ENSG00000074696	20	49
ENSG00000074706	0	0
ENSG00000074755	0	0
ENSG00000074771	0	0
ENSG00000074800	0	0
ENSG00000074803	99	24
ENSG00000074842	45	4
ENSG00000074855	17	7
ENSG00000074935	6	0
ENSG00000074964	0	1
ENSG00000074966	0	0
ENSG00000075035	0	0
ENSG00000075043	0	0
ENSG00000075073	46	107
ENSG00000075089	4	1
ENSG00000075131	2	1
ENSG00000075142	7	38
ENSG00000075151	0	6
ENSG00000075188	14	1
ENSG00000075213	0	0
ENSG00000075218	0	1
ENSG00000075223	0	1
ENSG00000075234	0	0
ENSG00000075239	159	94
ENSG00000075240	5	18
ENSG00000075275	26	47
ENSG00000075290	17	18
ENSG00000075292	0	30
ENSG00000075303	1	3
ENSG00000075336	0	0
ENSG00000075340	0	0
ENSG00000075388	0	0
ENSG00000075391	4	2
ENSG00000075399	102	3
ENSG00000075407	0	0
ENSG00000075413	4	5
ENSG00000075415	45	29
ENSG00000075420	3	9
ENSG00000075426	2	8
ENSG00000075429	0	0
ENSG00000075461	1	20
ENSG00000075539	7	0
ENSG00000075568	0	2
ENSG00000075618	15	18
ENSG00000075624	0	0
ENSG00000075643	2	1
ENSG00000075651	14	0
ENSG00000075673	0	4
ENSG00000075702	27	16
ENSG00000075711	1	0
ENSG00000075785	0	4
ENSG00000075790	0	0
ENSG00000075826	0	0
ENSG00000075856	55	22
ENSG00000075884	4	0
ENSG00000075886	58	21
ENSG00000075891	0	0
ENSG00000075914	7	8
ENSG00000075945	0	0
ENSG00000075975	199	277
ENSG00000076003	0	0
ENSG00000076043	0	0
ENSG00000076053	50	47
ENSG00000076067	110	97
ENSG00000076108	59	81
ENSG00000076201	73	189
ENSG00000076242	85	114
ENSG00000076248	1	4
ENSG00000076258	24	0
ENSG00000076321	26	15
ENSG00000076344	33	60
ENSG00000076351	278	253
ENSG00000076356	0	6
ENSG00000076382	6	2
ENSG00000076513	123	81
ENSG00000076554	0	0
ENSG00000076555	0	1
ENSG00000076604	69	59
ENSG00000076641	0	0
ENSG00000076650	0	0
ENSG00000076662	25	16
ENSG00000076685	53	61
ENSG00000076706	40	19
ENSG00000076716	0	0
ENSG00000076770	136	61
ENSG00000076826	7	9
ENSG00000076864	0	10
ENSG00000076924	2	0
ENSG00000076928	4	9
ENSG00000076944	0	0
ENSG00000076984	4	4
ENSG00000077009	0	402
ENSG00000077044	16	112
ENSG00000077063	0	1
ENSG00000077080	0	1
ENSG00000077092	172	102
ENSG00000077097	20	10
ENSG00000077147	0	4
ENSG00000077150	2	1
ENSG00000077152	0	1
ENSG00000077157	10	28
ENSG00000077232	0	2
ENSG00000077235	4	21
ENSG00000077238	5	4
ENSG00000077254	1	0
ENSG00000077264	0	0
ENSG00000077274	0	0
ENSG00000077279	0	0
ENSG00000077312	16	5
ENSG00000077327	1	0
ENSG00000077348	9	3
ENSG00000077380	10	31
ENSG00000077420	0	6
ENSG00000077454	3	8
ENSG00000077458	1	0
ENSG00000077463	2	0
ENSG00000077498	15	0
ENSG00000077514	0	0
ENSG00000077522	0	2
ENSG00000077549	5	18
ENSG00000077585	20	4
ENSG00000077616	1	2
ENSG00000077684	90	48
ENSG00000077713	2	15
ENSG00000077721	314	179
ENSG00000077782	8	20
ENSG00000077800	1	1
ENSG00000077935	65	27
ENSG00000077942	0	1
ENSG00000077943	2	0
ENSG00000077984	8	27
ENSG00000078018	0	0
ENSG00000078043	7	2
ENSG00000078053	4	2
ENSG00000078061	0	9
ENSG00000078070	0	1
ENSG00000078081	0	0
ENSG00000078098	1	5
ENSG00000078114	0	0
ENSG00000078124	0	0
ENSG00000078140	6	1
ENSG00000078142	0	0
ENSG00000078177	2	6
ENSG00000078237	0	0
ENSG00000078246	6	4
ENSG00000078269	72	22
ENSG00000078295	0	2
ENSG00000078304	1	2
ENSG00000078319	321	172
ENSG00000078328	0	69
ENSG00000078369	2	1
ENSG00000078399	17	2
ENSG00000078401	96	0
ENSG00000078403	48	26
ENSG00000078487	85	92
ENSG00000078549	0	2
ENSG00000078579	0	0
ENSG00000078589	0	0
ENSG00000078596	2	2
ENSG00000078618	242	308
ENSG00000078668	12	33
ENSG00000078674	11	5
ENSG00000078687	35	27
ENSG00000078699	12	28
ENSG00000078725	0	3
ENSG00000078747	5	4
ENSG00000078795	398	253
ENSG00000078804	64	55
ENSG00000078808	0	0
ENSG00000078814	377	550
ENSG00000078898	0	0
ENSG00000078900	21	57
ENSG00000078902	0	0
ENSG00000078967	488	78
ENSG00000079101	21	0
ENSG00000079102	13	4
ENSG00000079112	5	2
ENSG00000079134	64	80
ENSG00000079150	8	15
ENSG00000079156	0	83
ENSG00000079215	18	6
ENSG00000079246	0	0
ENSG00000079257	134	84
ENSG00000079263	73	50
ENSG00000079277	0	0
ENSG00000079308	2	2
ENSG00000079313	2	0
ENSG00000079332	1	5
ENSG00000079335	2	3
ENSG00000079337	69	64
ENSG00000079385	371	98
ENSG00000079387	2	18
ENSG00000079393	0	0
ENSG00000079432	9	0
ENSG00000079435	467	36
ENSG00000079459	0	0
ENSG00000079462	2	13
ENSG00000079482	0	0
ENSG00000079557	0	0
ENSG00000079616	37	33
ENSG00000079689	0	0
ENSG00000079691	93	9
ENSG00000079739	4	18
ENSG00000079785	7	1
ENSG00000079805	66	107
ENSG00000079819	0	21
ENSG00000079841	1	0
ENSG00000079931	0	0
ENSG00000079950	48	0
ENSG00000079974	64	10
ENSG00000079999	0	4
ENSG00000080007	116	26
ENSG00000080031	2	0
ENSG00000080166	0	0
ENSG00000080189	0	0
ENSG00000080200	594	353
ENSG00000080224	6	2
ENSG00000080293	30	10
ENSG00000080298	0	6
ENSG00000080345	111	36332
ENSG00000080371	1	6
ENSG00000080493	0	0
ENSG00000080503	54	1
ENSG00000080511	1	0
ENSG00000080546	63	58
ENSG00000080561	2	0
ENSG00000080572	0	0
ENSG00000080573	8	4
ENSG00000080603	8	4
ENSG00000080608	0	0
ENSG00000080618	8	7
ENSG00000080644	30	35
ENSG00000080709	0	0
ENSG00000080802	2	2
ENSG00000080815	0	0
ENSG00000080819	0	0
ENSG00000080822	0	0
ENSG00000080823	12	53
ENSG00000080824	1	0
ENSG00000080839	3	0
ENSG00000080845	13	15
ENSG00000080854	1	0
ENSG00000080910	0	0
ENSG00000080947	99	77
ENSG00000080986	0	4
ENSG00000081014	0	0
ENSG00000081019	0	2
ENSG00000081026	54	78
ENSG00000081041	0	0
ENSG00000081051	0	0
ENSG00000081052	103	45
ENSG00000081059	606	660
ENSG00000081087	0	0
ENSG00000081138	0	0
ENSG00000081148	0	7
ENSG00000081154	0	0
ENSG00000081177	0	2
ENSG00000081181	473	378
ENSG00000081189	38	12
ENSG00000081237	5	2
ENSG00000081248	1	0
ENSG00000081277	0	1
ENSG00000081307	197	109
ENSG00000081320	1	0
ENSG00000081377	60	158
ENSG00000081386	14	39
ENSG00000081479	2	0
ENSG00000081665	222	162
ENSG00000081692	45	65
ENSG00000081721	7	4
ENSG00000081760	7	0
ENSG00000081791	1	8
ENSG00000081800	1	6
ENSG00000081803	0	2
ENSG00000081818	0	2
ENSG00000081842	0	0
ENSG00000081853	0	2
ENSG00000081870	0	0
ENSG00000081913	6	0
ENSG00000081923	530	280
ENSG00000081985	132	186
ENSG00000082014	157	65
ENSG00000082068	4	0
ENSG00000082074	0	0
ENSG00000082126	0	10
ENSG00000082146	264	290
ENSG00000082153	1	4
ENSG00000082175	1	12
ENSG00000082196	0	0
ENSG00000082212	0	0
ENSG00000082213	0	0
ENSG00000082258	4	4
ENSG00000082269	0	0
ENSG00000082293	1	12
ENSG00000082397	0	1
ENSG00000082438	2	3
ENSG00000082458	1	0
ENSG00000082482	1	0
ENSG00000082497	0	0
ENSG00000082512	0	0
ENSG00000082515	0	0
ENSG00000082516	0	7
ENSG00000082556	0	0
ENSG00000082641	14	11
ENSG00000082684	0	1
ENSG00000082701	0	0
ENSG00000082781	5	11
ENSG00000082805	23	0
ENSG00000082898	211	157
ENSG00000082929	30	5
ENSG00000082996	39	47
ENSG00000083067	50	77
ENSG00000083093	0	0
ENSG00000083097	591	239
ENSG00000083099	112	81
ENSG00000083123	2	0
ENSG00000083168	0	2
ENSG00000083223	21	30
ENSG00000083290	0	0
ENSG00000083307	15	25
ENSG00000083312	2	10
ENSG00000083444	19	1
ENSG00000083454	0	1
ENSG00000083457	25	21
ENSG00000083520	111	19
ENSG00000083535	0	0
ENSG00000083544	4	0
ENSG00000083622	0	0
ENSG00000083635	0	0
ENSG00000083642	0	1
ENSG00000083720	0	0
ENSG00000083750	7	0
ENSG00000083782	0	0
ENSG00000083799	0	2
ENSG00000083807	136	73
ENSG00000083812	31	60
ENSG00000083814	169	163
ENSG00000083817	4	0
ENSG00000083828	70	42
ENSG00000083838	21	62
ENSG00000083844	0	0
ENSG00000083845	0	9
ENSG00000083857	0	6
ENSG00000083896	0	0
ENSG00000083937	0	0
ENSG00000084070	2	0
ENSG00000084072	5	7
ENSG00000084073	0	0
ENSG00000084090	23	13
ENSG00000084092	11	3
ENSG00000084093	35	14
ENSG00000084110	1	0
ENSG00000084112	1	33
ENSG00000084207	0	0
ENSG00000084234	0	0
ENSG00000084444	2	0
ENSG00000084453	0	0
ENSG00000084463	85	5
ENSG00000084623	68	26
ENSG00000084628	0	0
ENSG00000084636	4	13
ENSG00000084652	15	43
ENSG00000084674	0	0
ENSG00000084676	0	0
ENSG00000084693	1845	1120
ENSG00000084710	5	6
ENSG00000084731	0	0
ENSG00000084733	0	0
ENSG00000084734	0	1
ENSG00000084754	61	34
ENSG00000084764	35	4
ENSG00000084774	2	0
ENSG00000085063	0	4
ENSG00000085117	0	4
ENSG00000085185	1	2
ENSG00000085224	0	0
ENSG00000085231	0	0
ENSG00000085265	0	8
ENSG00000085274	19	3
ENSG00000085276	1	6
ENSG00000085365	89	20
ENSG00000085377	0	71
ENSG00000085382	0	0
ENSG00000085415	5	0
ENSG00000085433	2	0
ENSG00000085449	0	0
ENSG00000085465	0	0
ENSG00000085491	0	0
ENSG00000085511	2	0
ENSG00000085514	0	8
ENSG00000085552	11	12
ENSG00000085563	10	1
ENSG00000085644	18	674
ENSG00000085662	6	0
ENSG00000085719	0	0
ENSG00000085721	0	0
ENSG00000085733	2	0
ENSG00000085741	0	4
ENSG00000085760	24	20
ENSG00000085788	298	173
ENSG00000085831	102	98
ENSG00000085832	4	6
ENSG00000085840	4	11
ENSG00000085871	22	17
ENSG00000085872	82	89
ENSG00000085978	0	0
ENSG00000085982	10	45
ENSG00000085998	74	34
ENSG00000085999	85	201
ENSG00000086015	174	196
ENSG00000086061	21	40
ENSG00000086062	2	5
ENSG00000086065	0	0
ENSG00000086102	0	2
ENSG00000086159	11	0
ENSG00000086189	343	180
ENSG00000086200	0	0
ENSG00000086205	0	0
ENSG00000086232	180	223
ENSG00000086288	1	0
ENSG00000086289	0	0
ENSG00000086300	3	0
ENSG00000086475	0	0
ENSG00000086504	0	0
ENSG00000086506	0	0
ENSG00000086544	8	10
ENSG00000086548	0	0
ENSG00000086570	74	511
ENSG00000086589	2	0
ENSG00000086598	24	11
ENSG00000086619	393	8
ENSG00000086666	0	0
ENSG00000086696	23	0
ENSG00000086712	65	165
ENSG00000086717	0	0
ENSG00000086730	37	66
ENSG00000086758	1	2
ENSG00000086827	0	0
ENSG00000086848	0	0
ENSG00000086967	1	4
ENSG00000086991	5	0
ENSG00000087008	0	0
ENSG00000087053	126	77
ENSG00000087074	4	2
ENSG00000087076	0	0
ENSG00000087077	1	5
ENSG00000087085	2	2
ENSG00000087086	26	97
ENSG00000087087	74	151
ENSG00000087088	12	37
ENSG00000087095	0	1
ENSG00000087111	0	0
ENSG00000087116	2	1
ENSG00000087128	0	0
ENSG00000087152	27	23
ENSG00000087157	34	10
ENSG00000087191	159	192
ENSG00000087206	1	0
ENSG00000087237	22	19
ENSG00000087245	0	0
ENSG00000087250	0	0
ENSG00000087253	0	0
ENSG00000087258	8	23
ENSG00000087263	122	210
ENSG00000087266	4	4
ENSG00000087269	186	111
ENSG00000087274	12	14
ENSG00000087299	4	3
ENSG00000087301	0	0
ENSG00000087302	340	213
ENSG00000087303	77	54
ENSG00000087338	0	0
ENSG00000087365	10	3
ENSG00000087448	0	0
ENSG00000087460	15	40
ENSG00000087470	527	304
ENSG00000087494	3	6
ENSG00000087495	3	6
ENSG00000087502	76	40
ENSG00000087510	0	1
ENSG00000087586	9	1
ENSG00000087589	1	0
ENSG00000087842	0	0
ENSG00000087884	79	43
ENSG00000087903	4	2
ENSG00000087995	0	0
ENSG00000088002	0	0
ENSG00000088035	22	16
ENSG00000088038	0	0
ENSG00000088053	0	0
ENSG00000088179	3	4
ENSG00000088205	0	0
ENSG00000088247	0	0
ENSG00000088256	749	0
ENSG00000088280	0	0
ENSG00000088298	0	0
ENSG00000088305	3	0
ENSG00000088320	2	2
ENSG00000088325	0	0
ENSG00000088340	32	4
ENSG00000088356	2	0
ENSG00000088367	1	1
ENSG00000088386	11	6
ENSG00000088387	0	4
ENSG00000088448	0	0
ENSG00000088451	0	1
ENSG00000088538	66	21
ENSG00000088543	27	8
ENSG00000088682	1	1
ENSG00000088726	2	0
ENSG00000088727	142	140
ENSG00000088756	1	4
ENSG00000088766	1	0
ENSG00000088782	0	0
ENSG00000088808	52	75
ENSG00000088812	0	0
ENSG00000088826	0	6
ENSG00000088827	0	1
ENSG00000088832	21	41
ENSG00000088833	0	4
ENSG00000088836	8	9
ENSG00000088854	1	0
ENSG00000088876	0	2
ENSG00000088881	0	0
ENSG00000088882	0	0
ENSG00000088888	183	224
ENSG00000088899	0	0
ENSG00000088926	0	0
ENSG00000088930	3	2
ENSG00000088970	0	0
ENSG00000088986	3	21
ENSG00000088992	1	0
ENSG00000089006	4	3
ENSG00000089009	0	0
ENSG00000089012	0	0
ENSG00000089022	36	71
ENSG00000089041	7	6
ENSG00000089048	0	0
ENSG00000089050	3	8
ENSG00000089053	0	0
ENSG00000089057	0	0
ENSG00000089060	34	59
ENSG00000089063	0	0
ENSG00000089091	0	0
ENSG00000089094	222	361
ENSG00000089101	0	67
ENSG00000089116	0	0
ENSG00000089123	0	0
ENSG00000089127	0	0
ENSG00000089154	0	12
ENSG00000089157	0	6
ENSG00000089159	99	55
ENSG00000089163	0	3
ENSG00000089169	1	0
ENSG00000089177	0	0
ENSG00000089195	0	0
ENSG00000089199	0	0
ENSG00000089220	3	17
ENSG00000089225	0	0
ENSG00000089234	27	14
ENSG00000089248	89	135
ENSG00000089250	0	0
ENSG00000089280	2	0
ENSG00000089289	0	17
ENSG00000089327	2	0
ENSG00000089335	7	5
ENSG00000089351	1	7
ENSG00000089356	15	91
ENSG00000089472	0	0
ENSG00000089486	3	0
ENSG00000089505	3	0
ENSG00000089558	3	3
ENSG00000089597	2	0
ENSG00000089639	0	1
ENSG00000089682	0	0
ENSG00000089685	0	0
ENSG00000089692	6	0
ENSG00000089693	29	11
ENSG00000089723	2	2
ENSG00000089737	10	0
ENSG00000089775	187	199
ENSG00000089818	0	8
ENSG00000089820	2	6
ENSG00000089847	0	0
ENSG00000089876	106	90
ENSG00000089902	0	4
ENSG00000089916	0	2
ENSG00000090006	12	2
ENSG00000090013	1	4
ENSG00000090020	0	0
ENSG00000090054	1	0
ENSG00000090060	0	0
ENSG00000090061	316	35
ENSG00000090097	0	8
ENSG00000090104	2	8
ENSG00000090238	1	13
ENSG00000090263	1	5
ENSG00000090266	323	198
ENSG00000090273	110	65
ENSG00000090316	12	2
ENSG00000090339	17	2
ENSG00000090372	53	53
ENSG00000090376	1	2
ENSG00000090382	0	0
ENSG00000090402	0	0
ENSG00000090432	0	0
ENSG00000090447	0	16
ENSG00000090470	0	0
ENSG00000090487	9	7
ENSG00000090512	0	0
ENSG00000090520	2	8
ENSG00000090530	0	0
ENSG00000090534	0	3
ENSG00000090539	0	0
ENSG00000090554	0	0
ENSG00000090565	0	3
ENSG00000090581	98	66
ENSG00000090612	2	0
ENSG00000090615	8	23
ENSG00000090621	0	8
ENSG00000090659	0	0
ENSG00000090661	7	3
ENSG00000090674	2	9
ENSG00000090686	1	17
ENSG00000090776	0	0
ENSG00000090857	1	0
ENSG00000090861	0	12
ENSG00000090863	2	0
ENSG00000090889	0	4
ENSG00000090905	0	0
ENSG00000090924	0	7
ENSG00000090932	1	0
ENSG00000090971	0	1
ENSG00000090975	25	15
ENSG00000090989	42	8
ENSG00000091009	0	0
ENSG00000091010	0	0
ENSG00000091039	0	2
ENSG00000091073	0	0
ENSG00000091106	48	110
ENSG00000091127	1	0
ENSG00000091128	1	2
ENSG00000091129	11	1
ENSG00000091136	325	253
ENSG00000091137	0	1
ENSG00000091138	1	27
ENSG00000091140	749	206
ENSG00000091157	0	0
ENSG00000091164	28	10
ENSG00000091181	22	0
ENSG00000091262	5	2
ENSG00000091317	44	121
ENSG00000091409	150	41
ENSG00000091428	6	27
ENSG00000091436	9	52
ENSG00000091482	0	0
ENSG00000091483	0	0
ENSG00000091490	0	7
ENSG00000091513	0	0
ENSG00000091527	2	6
ENSG00000091536	8	23
ENSG00000091542	0	6
ENSG00000091583	0	0
ENSG00000091592	2	0
ENSG00000091622	8	2
ENSG00000091640	3	9
ENSG00000091651	0	1
ENSG00000091656	22	12
ENSG00000091664	0	0
ENSG00000091704	1	2
ENSG00000091732	0	0
ENSG00000091831	155	636
ENSG00000091844	157	48
ENSG00000091879	421	306
ENSG00000091947	17	4
ENSG00000091972	2	2
ENSG00000091986	59	57
ENSG00000092009	37	2
ENSG00000092010	0	0
ENSG00000092020	269	196
ENSG00000092036	13	4
ENSG00000092051	16	2
ENSG00000092054	2	0
ENSG00000092067	0	0
ENSG00000092068	1	0
ENSG00000092094	0	0
ENSG00000092096	0	0
ENSG00000092098	1	1
ENSG00000092108	0	2
ENSG00000092140	0	0
ENSG00000092148	98	132
ENSG00000092199	0	0
ENSG00000092200	8	12
ENSG00000092201	2	4
ENSG00000092203	455	270
ENSG00000092208	47	18
ENSG00000092295	0	0
ENSG00000092330	0	0
ENSG00000092345	0	0
ENSG00000092377	0	0
ENSG00000092421	252	352
ENSG00000092439	0	8
ENSG00000092445	0	0
ENSG00000092470	0	0
ENSG00000092529	40	116
ENSG00000092531	123	41
ENSG00000092607	0	0
ENSG00000092621	5	1
ENSG00000092758	21	5
ENSG00000092820	31	34
ENSG00000092841	1183	1241
ENSG00000092847	2	3
ENSG00000092850	2	1
ENSG00000092853	0	0
ENSG00000092871	615	435
ENSG00000092929	13	59
ENSG00000092931	1580	937
ENSG00000092964	0	3
ENSG00000092969	0	0
ENSG00000092978	2	0
ENSG00000093000	184	37
ENSG00000093009	1	55
ENSG00000093010	6	59
ENSG00000093072	2	4
ENSG00000093100	0	0
ENSG00000093134	0	0
ENSG00000093144	95	79
ENSG00000093167	75	120
ENSG00000093183	87	105
ENSG00000093217	1	7
ENSG00000094631	0	0
ENSG00000094661	0	0
ENSG00000094755	3	2
ENSG00000094796	0	2
ENSG00000094804	0	1
ENSG00000094841	0	2
ENSG00000094880	16	0
ENSG00000094914	10	0
ENSG00000094916	0	0
ENSG00000094963	121	2
ENSG00000094975	5	2
ENSG00000095002	0	0
ENSG00000095015	0	0
ENSG00000095059	15	6
ENSG00000095066	669	1195
ENSG00000095110	79	19
ENSG00000095139	4	0
ENSG00000095203	0	0
ENSG00000095209	0	8
ENSG00000095261	20	34
ENSG00000095303	0	0
ENSG00000095319	183	251
ENSG00000095321	4	3
ENSG00000095370	4	0
ENSG00000095380	128	44
ENSG00000095383	10	0
ENSG00000095397	0	0
ENSG00000095464	65	48
ENSG00000095485	0	1
ENSG00000095539	343	248
ENSG00000095564	8	4
ENSG00000095574	20	3
ENSG00000095585	0	6
ENSG00000095587	1	0
ENSG00000095596	0	0
ENSG00000095627	0	0
ENSG00000095637	0	15
ENSG00000095713	77	21
ENSG00000095739	0	0
ENSG00000095752	0	1
ENSG00000095777	0	0
ENSG00000095787	18	8
ENSG00000095794	0	0
ENSG00000095906	0	8
ENSG00000095917	0	0
ENSG00000095932	1	4
ENSG00000095951	3	0
ENSG00000095970	0	10
ENSG00000095981	1	0
ENSG00000096006	0	0
ENSG00000096060	12	28
ENSG00000096063	0	1
ENSG00000096070	2	0
ENSG00000096080	0	5
ENSG00000096088	0	6
ENSG00000096092	0	0
ENSG00000096093	372	111
ENSG00000096264	0	0
ENSG00000096384	26	21
ENSG00000096395	3	1
ENSG00000096401	0	1
ENSG00000096433	104	196
ENSG00000096654	1	0
ENSG00000096696	2	0
ENSG00000096717	43	30
ENSG00000096746	117	59
ENSG00000096872	31	48
ENSG00000096968	2	0
ENSG00000096996	7	0
ENSG00000097007	0	0
ENSG00000097021	3	10
ENSG00000097033	8	11
ENSG00000097046	9	14
ENSG00000097096	13	0
ENSG00000099139	1	9
ENSG00000099194	4	12
ENSG00000099203	156	44
ENSG00000099204	1	0
ENSG00000099219	838	530
ENSG00000099246	0	0
ENSG00000099250	7	2
ENSG00000099251	0	0
ENSG00000099256	0	0
ENSG00000099260	72	10
ENSG00000099282	1	0
ENSG00000099284	16	94
ENSG00000099290	0	0
ENSG00000099308	0	20
ENSG00000099326	250	223
ENSG00000099330	2	4
ENSG00000099331	6	0
ENSG00000099337	1	0
ENSG00000099338	1	0
ENSG00000099341	0	2
ENSG00000099364	19	9
ENSG00000099365	0	6
ENSG00000099377	6	6
ENSG00000099381	1	1
ENSG00000099385	17	23
ENSG00000099399	0	0
ENSG00000099617	0	0
ENSG00000099622	155	12
ENSG00000099624	8	4
ENSG00000099625	20	17
ENSG00000099715	0	0
ENSG00000099721	0	0
ENSG00000099725	0	0
ENSG00000099769	5	6
ENSG00000099783	6	47
ENSG00000099785	1	0
ENSG00000099795	0	0
ENSG00000099797	154	1310
ENSG00000099800	0	0
ENSG00000099804	0	0
ENSG00000099810	9	1
ENSG00000099812	0	0
ENSG00000099814	2	7
ENSG00000099817	56	41
ENSG00000099821	0	0
ENSG00000099822	1	1
ENSG00000099834	4	18
ENSG00000099840	11	8
ENSG00000099849	0	0
ENSG00000099860	0	0
ENSG00000099864	0	0
ENSG00000099866	10	2
ENSG00000099869	4	5
ENSG00000099875	0	0
ENSG00000099889	27	58
ENSG00000099899	27	41
ENSG00000099901	124	60
ENSG00000099904	11	8
ENSG00000099910	7	1
ENSG00000099917	4	0
ENSG00000099937	138	87
ENSG00000099940	0	0
ENSG00000099942	14	0
ENSG00000099949	14	120
ENSG00000099953	0	0
ENSG00000099954	1	1
ENSG00000099956	0	0
