Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	log2Fold_change	qvalue
21ur-5402	0	0	0	0	0	0	NA	NA
fce-2	20.69202162	25.2565675	19.2098103	18.7157203	20.2677427	18.57945039	-0.061099922	1
dhod-1	6.260067576	7.23186305	6.969689766	6.460177869	7.280147094	10.5379035	0.355911829	0.733398401
F41F3.1	0.664865911	1.014524994	0.384714923	0.677940214	1.004023767	0.508791103	0.216976756	1
T05C7.4	0.357652007	0.474560417	0.477577146	0	0.135023886	0	-3.154441699	0.469995887
ZK829.7	44.62052379	37.67093667	34.13545599	31.56693202	26.79047655	35.13195746	-0.20572994	0.966516206
21ur-3023	0	0	0	0	0	0	NA	NA
21ur-2089	0	0	0	0	0	0	NA	NA
ZK84.13	0	0	0	0	0	0	NA	NA
Y47D3B.13	0	0	0	0	0	0	NA	NA
Y50E8A.21	0	0	0	0	0.297394382	0	Inf	1
H30A04.11	0	0	0	0	0	0	NA	NA
C53D6.17	0	0	0	0	0	0	NA	NA
21ur-1647	0	0	0	0	0	0	NA	NA
C27A12.t1	0	0	0	0	0	0	NA	NA
prg-1	45.38495592	43.163427	44.48143886	33.6718524	31.61031919	37.06885463	-0.267595038	0.860031617
D2062.4	8.906011849	5.725096868	4.653511706	6.627543537	7.267525638	3.301850742	-0.047809168	1
K01A6.15	0	0	0	0	0	0	NA	NA
npr-27	0.263772416	0.16874696	0.603803258	0.144085386	0.149372473	0.064881263	-1.43003328	0.469291868
21ur-10511	0	0	0	0	0	0	NA	NA
clec-168	0.029237232	0.02909567	0.009760209	0.037265213	0.03311368	0	0.186133852	1
21ur-2963	0	0	0	0	0	0	NA	NA
21ur-4563	0	0	0	0	0	0	NA	NA
K08A8.24	0.216081421	0	0	0	0	0	#NAME?	1
F23F12.15	0	0	0	0	0	0	NA	NA
K06A4.t1	0	0	0	0	0	0	NA	NA
M03E7.7	0	0	0	0	0	0	NA	NA
rars-2	2.223995912	3.661885789	3.248703792	3.212617274	3.022639973	5.616339684	0.486721655	0.658300295
21ur-1030	0	0	0	0	0	0	NA	NA
W07G4.8	0.079478224	0.158186806	0.106128255	0	0	0.273694524	-0.236874681	1
plin-1	49.96524495	50.90680716	59.25555057	79.49223798	72.81071818	95.44071024	0.738129349	0.187053538
mspn-1	6.759448472	8.59972923	9.904251105	5.571676455	4.813436871	7.898423445	-0.358691642	0.709242749
21ur-15111	0	0	0	0	0	0	NA	NA
21ur-2031	0	0	0	0	0	0	NA	NA
linc-140	0	0.103562098	0.115800478	0	0.039287887	0	-2.351846018	0.815679823
K07G5.5	0.396252463	0.433767258	0.48943675	0.303033448	0.448789993	0.750503323	0.290636798	0.971967424
Y40C7B.7	0	0	0	0	0	0	NA	NA
fip-2	203.8272036	167.7465615	166.248142	168.8221787	195.6976193	137.6653047	0.014762846	1
21ur-12904	0	0	0	0	0	0	NA	NA
F54D12.8	0	0.020418772	0.041097143	0	0	0	#NAME?	0.941697496
pqn-72	24.62436529	40.73304804	18.1265818	12.41973418	10.77758058	11.57818191	-1.136621322	0.147045283
21ur-7401	0	0	0	0	0	0	NA	NA
21ur-14675	0	0	0	0	0	0	NA	NA
C09G9.5	0.384144748	0.297332607	0.484455829	0.272013049	0.531760736	0.293968193	0.019768554	1
21ur-14360	0	0	0	0	0	0	NA	NA
21ur-6822	0	0	0	0	0	0	NA	NA
ZK816.9	0	0	0	0	0	0	NA	NA
21ur-3047	0	0	0	0	0	0	NA	NA
F07C4.10	0	0	0	0	0	0.030764113	Inf	1
T16G1.17	0	0	0	0	0	0	NA	NA
hmg-1.1	1045.113806	1094.60079	1201.272346	559.180625	521.8476283	571.639524	-0.904278085	0.050622096
T13H10.8	0	0	0	0	0	0	NA	NA
Y73B6BL.270	2.671552115	4.848066076	5.560879339	3.004507769	4.271664756	4.148960176	-0.083362801	1
21ur-13021	0	0	0	0	0	0	NA	NA
21ur-8629	0	0	0	0	0	0	NA	NA
Y54G9A.15	0	0	0	0	0	0	NA	NA
sra-1	0	0	0	0	0	0.023907052	Inf	1
ZK617.8	0	0	0	0	0	0	NA	NA
W08F4.5	3.366321085	3.80272755	3.766156613	3.826794105	2.26697998	2.976427953	-0.155092397	1
21ur-745	0	0	0	0	0	0	NA	NA
F54H12.2	0	0	0	0	0.018646156	0	Inf	1
F25G6.20	0	0	0	0	0	0	NA	NA
21ur-5999	0	0	0	0	0	0	NA	NA
21ur-4676	0	0	0	0	0	0	NA	NA
Y17G7B.17	54.72886713	49.9232716	38.78554528	298.4504969	319.0889984	331.6591147	2.840169357	4.15E-15
21ur-13945	0	0	0	0	0	0	NA	NA
21ur-78	0	0	0	0	0	0	NA	NA
ekl-7	19.74148915	20.84576419	19.7465441	27.18027532	21.33887993	30.19782085	0.495418287	0.507778708
21ur-11533	0	0	0	0	0	0	NA	NA
C45E1.10	0	0	0	0	0	0	NA	NA
21ur-5538	0	0	0	0	0	0	NA	NA
T11F9.1	0.130566901	0.243627594	0.032690174	0.06240677	0.055454342	0.056203203	-1.086733671	0.807733821
21ur-3659	0	0	0	0	0	0	NA	NA
F47E1.t1	0	0	0	0	0	0	NA	NA
math-20	0.601270041	0.677090206	0.602162488	1.068880567	0.698910824	0.835488548	0.585398794	0.602465292
21ur-1266	0	0	0	0	0	0	NA	NA
F45D11.14	0	0	0	0	0	0	NA	NA
nspe-6	1.308168603	1.580799226	1.497268889	11.90976052	9.312998837	12.65652247	3.062440448	7.84E-11
glct-4	0	0	0	0.029182857	0	0	Inf	1
ugt-64	25.30573455	25.73997978	17.87248247	15.12144242	14.81789102	19.49704396	-0.365159415	0.775442055
Y34D9A.8	25.46062553	18.17021058	13.9174621	17.19548114	13.67141605	11.70194657	-0.31910815	0.854917099
C09F9.1	22.83915141	21.9466217	18.36139404	24.57019686	21.77362452	15.51350327	0.088593765	1
Y57G11C.42	8.861798147	8.138611629	3.103536082	9.869330972	10.72651108	10.45762344	0.748090271	0.105143093
21ur-7363	0	0	0	0	0	0	NA	NA
F16B3.2	0.55563794	0.675824879	0.906828032	0.236068468	0.349615419	0.070867332	-1.584596451	0.274377481
srbc-68	0	0	0	0	0	0	NA	NA
21ur-1034	0	0	0	0	0	0	NA	NA
21ur-10344	0	0	0	0	0	0	NA	NA
Y69E1A.9	0	0	0	0	0	0	NA	NA
tnt-3	8.254813248	9.286747994	7.265842445	7.657325619	8.939137303	9.358294512	0.180094637	0.963549847
21ur-9046	0	0	0	0	0	0	NA	NA
tyra-3	0.328065223	0.426931178	0.26958126	0.209072803	0.171490191	0.144838343	-0.840318117	0.497310872
ifd-2	12.83251106	14.47516154	8.692477715	14.82765185	13.6343714	10.10019095	0.222033597	0.899903649
21ur-4027	0	0	0	0	0	0	NA	NA
21ur-15063	0	0	0	0	0	0	NA	NA
F18E9.4	0.409575934	0.45554493	0.160856414	0.399205213	0.436592913	0.359522076	0.345835294	0.923972277
epg-7	0.712632976	0.714321523	0.53095831	1.94167343	1.561598131	1.772371337	1.546353704	0.000230983
21ur-15663	0	0	0	0	0	0	NA	NA
21ur-1918	0	0	0	0	0	0	NA	NA
Y82E9BL.19	0	0.052728935	0.035376085	0	0	0.030410503	-1.433361398	1
srx-22	0	0	0	0	0	0	NA	NA
21ur-14271	0	0	0	0	0	0	NA	NA
21ur-2469	0	0	0	0	0	0	NA	NA
T06D8.11	0	0	0	0	0	0	NA	NA
21ur-12596	0	0	0	0	0	0	NA	NA
F44E5.11	0	0	0	0	0	0	NA	NA
K08C7.6	1.668209013	2.863125871	2.970106817	1.571588679	2.053684979	2.414445052	-0.200980404	0.969611271
K08D12.6	84.11219632	214.9400462	175.6991327	96.31311182	105.5188458	349.0206577	0.321808568	1
Y57A10B.6	0.074551002	0.092737548	0.360864672	0.047510635	0.105544277	0.363696497	0.04537846	1
R151.12	1.74184718	0.945498235	1.162955034	1.009147648	2.152136442	0.72706637	0.125443887	1
T09F5.19	0	0	0	0	0	0	NA	NA
Y39B6A.37	13.17067709	15.9248917	18.20251178	11.58309281	10.69046259	16.35303061	-0.184249533	0.963341865
B0024.17	0	0	0	0	0	0	NA	NA
21ur-11518	0	0	0	0	0	0	NA	NA
F10E7.9	1.270730476	1.481037062	1.177074797	0.627431424	0.635327622	0.538779453	-1.006861494	0.092075789
BE0003N10.6	3.141978708	3.362113702	2.571449582	5.296545943	11.13485251	6.049807956	1.42634199	0.095723433
Y105C5A.1270	0.432162842	0.061438625	0	0.314757957	0.209769251	0.141734664	0.541257873	0.998288331
21ur-12159	0	0	0	0	0	0	NA	NA
T04C12.15	0	0	0	0.288958124	0	0.195175603	Inf	0.308557024
F41E7.7	8.942349013	7.869909551	14.86511385	9.924567597	8.750022968	8.72852772	-0.10451123	0.998680123
ltah-1.1	7.71302397	8.635138564	9.786343003	7.565162916	6.841798562	8.421324113	-0.084969044	1
21ur-8310	0	0	0	0	0	0	NA	NA
C27H5.4	2.116715961	1.997242933	1.423706925	1.338970356	1.66927489	2.339746841	0.060556136	1
R05D7.9	0	0	0	0	0	0	NA	NA
his-43	0	0.053758797	0	0.068853303	0	0	0.548684949	1
21ur-11676	0	0	0	0	0	0	NA	NA
21ur-9603	0	0	0	0	0	0	NA	NA
D1079.1	0.5329439	0.387573305	0.301081244	0.2873877	0.232155693	0.094116299	-0.871801368	0.563055042
T09F5.t1	0	0	0	0	0	0	NA	NA
21ur-1064	0	0	0	0	0	0	NA	NA
21ur-14663	0	0	0	0	0	0	NA	NA
W04C9.5	0.672772424	0.446343311	0.449180667	0.643127068	0.634977193	0.386131194	0.199864908	1
21ur-11106	0	0	0	0	0	0	NA	NA
21ur-10915	0	0	0	0	0	0	NA	NA
M02B7.7	2.918090383	3.156479836	3.218899171	2.263947138	2.011732026	2.985530179	-0.246560417	0.971967424
21ur-6739	0	0	0	0	0	0	NA	NA
pqe-1	2.707577856	2.822370161	3.100602054	4.117205689	4.143744188	7.297842349	0.955602632	0.127475183
21ur-5975	0	0	0	0	0	0	NA	NA
Y22D7AR.6	4.716443857	4.736083665	4.203366749	3.536169637	3.69815421	2.645713736	-0.35004208	0.784870597
21ur-1229	2.963402346	1.966036012	1.319022592	5.036127308	3.356308023	1.133877315	0.732324463	0.998306781
21ur-11430	0	0	0	0	0	0	NA	NA
Y37F4.5	0.438029306	0.793976082	0.470013707	0.777637305	0.885903324	0.41301866	0.416587239	0.81130598
Y69A2AR.37	0	0	0	0	0	0	NA	NA
fbxa-1	0.136922881	0.136259922	0.137126111	0.087259632	0.180923095	0	-0.48797582	1
D1044.6	1.778433781	2.12515412	1.833795064	1.79415161	1.500950724	2.971501723	0.23676426	0.907805359
R08B4.10	0	0	0	0	0	0	NA	NA
F54H5.2	1.169871352	1.107416433	0.838223436	1.527463647	1.648145755	1.801414442	0.789708002	0.286147026
Y54G11A.9	6.504851075	8.665121684	14.97823433	7.246427626	6.613169881	7.81955393	-0.370635354	0.795295123
C07B5.6	0.132126219	0	0.088214887	0.280675885	0.099762871	0	0.891628813	1
F32A7.8	0	0.278964569	0	0	0	0	#NAME?	1
21ur-10014	0	0	0	0	0	0	NA	NA
C30G7.2	11.82174484	9.803754846	6.651845117	5.022589331	4.841985588	2.688386538	-1.050882552	0.072138158
fbxa-143	0.111525895	0.147981205	0.09928127	0.071074377	0.105260556	0.128018407	-0.122394091	1
21ur-368	0	0	0	0	0	0	NA	NA
T05A8.3	47.59403767	40.1250077	29.97778619	45.66851809	46.5814871	36.28407409	0.243814624	0.869995357
21ur-13513	0	0	0	0	0	0	NA	NA
F32B5.14	0	0	0	0	0	0	NA	NA
Y45G12C.3	0	0.161276392	0.144268096	0.068853303	0.122365397	0.062008916	-0.142909591	1
21ur-8882	0	0	0	0	0	0	NA	NA
21ur-13103	0	0	0	0	0	0	NA	NA
21ur-7100	0	0	0	0	0	0	NA	NA
T07F8.1	0.008401708	0	0.005609452	0.021417309	0.047578283	0.057864942	3.257690426	0.17363385
acr-14	0.013801608	0.013734783	0.009214729	0.070365052	0.062526031	0.015842597	2.144528101	0.577408847
R10E9.4	10.37190821	18.18583311	16.48778241	4.406611394	6.712616045	10.20489584	-0.968737563	0.338414173
Y51H7C.23	0	0	0	0	0	0	NA	NA
linc-59	0.371161725	0.205202566	0.027534269	0.841023248	1.54136611	0.284032886	2.269260774	0.253498906
wht-6	1.351388692	1.445708892	0.744366984	1.17701021	1.428526324	1.215132367	0.23023096	0.88709498
C05C12.4	2.821769145	3.263475219	2.155535082	3.985391187	3.339855532	3.443318612	0.505544133	0.542217949
C10G11.6	2.057095128	2.546016636	1.996670449	1.916875956	1.703326321	2.797842275	0.072340401	1
21ur-6677	0	0	0	0	0	0	NA	NA
dyc-1	0.501534999	0.613655711	0.461108968	0.398219341	0.512159567	0.500200338	-0.044133678	1
21ur-9009	0	0	0	0	0	0	NA	NA
21ur-14946	0	0	0	0	0	0	NA	NA
C33G3.4	0.299300348	0.366586071	0.204953566	0.14672402	0.15645387	0.140948124	-0.849845501	0.428377506
T01B6.6	0	0	0	0	0	0	NA	NA
Y104H12D.8	0	0	0	0	0	0	NA	NA
C24G6.10	0	0	0	0	0	0	NA	NA
21ur-3794	0	0	0	0	0	0	NA	NA
his-9	0	0	0	0	0	0	NA	NA
mdt-19	36.1288136	39.94493668	49.48972767	38.5578497	42.36779494	55.59967415	0.227539053	0.950663054
F56E3.15	0	0	0	0	0	0	NA	NA
srw-97	0	0	0.012376888	0	0	0	#NAME?	1
btb-13	0.305955994	0.426264445	0.653674913	0.350969049	0.138608591	0.91312244	0.111920763	1
ZK1193.10	0	0	0	0	0	0	NA	NA
C11G10.4	0	0	0	0	0	0	NA	NA
T25C12.9	0	0	0	0	0	0	NA	NA
col-99	3.805841139	3.106862929	1.508714805	3.006517473	3.434883796	2.673523436	0.233636634	0.860987425
mir-1829.3	0	0	0	0	0	0	NA	NA
21ur-3149	0	0	0	0	0	0	NA	NA
wrt-1	24.40784447	13.1096092	10.70855971	56.22290991	70.24026068	23.36956215	1.752667485	0.112590157
C53D6.20	0	0	0	0	0	0	NA	NA
Y34F4.4	2.1317756	1.931066992	1.587519286	2.85645956	2.29060284	0.721558292	0.178852077	1
T09E11.6	0	0.013901265	0	0	0	0	#NAME?	1
21ur-12780	0	0	0	0	0	0	NA	NA
exl-1	88.00932991	78.4275621	83.04047463	74.85708059	73.26768922	62.06910843	-0.134340768	1
21ur-7133	0	0	0	0	0	0	NA	NA
C45E1.4	5.305546338	11.64165349	13.29807054	9.533800752	8.964227297	11.18188447	0.085607692	1
prx-10	2.086656089	3.053754161	3.250727277	3.311477202	3.012071302	5.541909245	0.607843196	0.497310872
21ur-10247	0	0	0	0	0	0	NA	NA
21ur-15052	0	0	0	0	0	0	NA	NA
F42H10.2	19.79007773	23.31278047	36.41525735	22.79281756	19.37592764	28.3958069	-0.067898272	1
R10D12.15	0	0	0	0	0	0	NA	NA
21ur-12426	0	0	0	0	0	0	NA	NA
F08C6.16	0	0	0	0	0	0	NA	NA
Y62F5A.10	2.478522966	1.55532301	1.201575375	2.81701185	3.289897057	2.428257812	0.818517865	0.127475183
C55A6.19	0	0.138546162	0	0	0	0	#NAME?	1
F10E7.5	68.55158639	91.32281757	158.2379479	77.84348816	66.72623838	91.36691055	-0.327151823	0.852102995
C43H6.3	33.85150332	24.53271024	25.37111282	21.76482845	21.51928506	16.9095617	-0.364232308	0.744760625
T19B10.13	0	0	0	0	0	0	NA	NA
F42D1.4	0.272944953	0.181082264	0.607444615	0.115963458	0	0.208872137	-1.624394528	0.700338834
21ur-9520	0	0	0	0	0	0	NA	NA
sto-1	18.95555638	13.23186103	10.85785687	20.70124136	19.63406154	10.93973114	0.369883805	0.791801425
F10D7.7	0.09219474	0	0	0	0	0	#NAME?	1
21ur-10599	0	0	0	0	0	0	NA	NA
21ur-14292	0	0	0	0	0	0	NA	NA
C31H1.97	0	0.131486485	0	0.168405531	0.299288613	0.454995356	2.973676327	0.598061128
cdc-48.1	101.311775	101.5858089	97.46681326	77.56724106	77.02795971	94.11881641	-0.161211505	0.994395943
F11H8.9	0	0	0	0	0	0	NA	NA
21ur-7256	0	0	0	0	0	0	NA	NA
21ur-7632	0	0	0	0	0	0	NA	NA
srt-6	0	0.019329006	0	0	0	0	#NAME?	1
K11H12.13	0.779842723	0.931280216	1.145466988	0.596383497	0.176647791	0.17903326	-1.465222714	0.589801002
deg-1	0.204153948	0.203165467	0.160009801	0.113135081	0.050265631	0.091699963	-1.037566327	0.394548462
21ur-3615	0	0	0	0	0	0	NA	NA
irld-60	0	0.013057165	0	0.033446766	0	0.015060989	2.069247386	0.971967424
C15A11.4	1.923612049	1.655609273	1.446296702	0.817266274	0.68696363	0.596777534	-1.142585532	0.05154286
W04A4.3	0	0	0	0	0	0	NA	NA
mir-57	0	0	0	0	0	0	NA	NA
21ur-6525	0	0	0	0	0	0	NA	NA
gex-2	2.693575529	2.538879443	2.503845341	2.239940234	2.281828838	2.884519251	0.046812194	1
K01B6.9	0	0	0	0	0	0	NA	NA
21ur-11571	0	0	0	0	0	0	NA	NA
21ur-12021	0	0	0	0	0	0	NA	NA
T06A1.10	0	0	0	0	0	0	NA	NA
Y39A3A.9	0	0	0	0	0	0	NA	NA
Y106G6H.8	81.12549861	82.61734134	87.53857262	70.11283607	59.50855265	68.45152353	-0.231600302	0.893833156
C15B12.1	1.903761507	1.554955755	1.271058135	0.228914878	0.366142693	0.432934975	-2.093439744	9.25E-05
F53A9.12	0	0	0	0	0	0	NA	NA
21ur-10051	0	0	0	0	0	0	NA	NA
21ur-15506	0	0	0	0	0	0	NA	NA
21ur-4868	0	0	0	0	0	0	NA	NA
Y51A2D.8	0.250140766	0.213368249	0.095433159	0.182185484	0.182125242	0.061528226	-0.264761085	1
21ur-8707	0	0	0	0	0	0	NA	NA
B0350.67	0	0	0	0	0	0	NA	NA
dpy-1	0.306284538	0.121920623	0.092951257	0.397482263	0.737937254	0.370755052	1.641270862	0.077199005
ubr-1	1.350010393	1.617515787	1.488785092	1.575165608	1.665928509	2.363024556	0.441323237	0.600043021
ZK617.25	0	0	0	0	0	0	NA	NA
21ur-11884	0	0	0	0	0	0	NA	NA
C28H8.7	0	0	0	0	0.055150601	0	Inf	0.971967424
21ur-6851	0	0	0	0	0	0	NA	NA
C14E2.10	0	0	0	0	0.106791619	0	Inf	1
T05E7.1	1.36836403	1.01406068	0.96219227	0.723611976	1.071663263	0.802069006	-0.253479081	0.971967424
irk-2	0.816341335	0.797881797	0.574233658	0.427345307	0.462288385	0.334665125	-0.719236618	0.483638291
21ur-13241	0	0	0	0	0	0	NA	NA
21ur-11721	0	0	0	0	0	0	NA	NA
21ur-5156	0	0	0	0	0	0	NA	NA
Y106G6H.17	0	0	0.419689007	0.200300518	0.177986031	0.360779146	0.885368507	1
R11G10.t1	0	0	0	0	0	0	NA	NA
nhx-1	1.114392727	1.563284946	2.061773178	0.325148025	0.410577486	0.431533891	-1.913149546	0.000661693
T13H2.6	0	0	0	0	0	0	NA	NA
21ur-8886	0	0	0	0	0	0	NA	NA
C23G10.7	6.735702356	8.305421213	9.0748925	14.74191082	12.38534105	16.38768094	0.962510181	0.052723873
ZC190.16	0	0	0	0	0	0	NA	NA
21ur-228	0	0	0	0	0	0	NA	NA
21ur-14126	0	0	0	0	0	0	NA	NA
21ur-8917	0	0	0	0	0	0	NA	NA
B0457.11	0	0	0	0	0	0	NA	NA
scrm-5	27.93136684	22.83900058	15.04944034	22.67085599	21.97424913	14.69937664	-0.030073114	1
C18G1.6	0.104090835	0.221971808	0.238275049	0	0.016841689	0.034138242	-3.370231826	0.013188881
Y105C5A.12	6.106404833	0.089365273	0.059955572	0	0	0	#NAME?	0.549415642
21ur-11888	0	0	0	0	0	0	NA	NA
F11A5.18	0.263916239	0.262638399	0.070482123	0.06727651	0.239126271	0.424122049	0.402926406	1
BE10.5	9.548740891	7.602005914	5.627829728	10.32406098	8.055139254	6.274121145	0.232252557	0.930859267
21ur-13246	0	0	0	0	0	0	NA	NA
T24H7.8	0.142569185	0.141878887	0.666310382	0.181715934	0.080735932	0.490957188	-0.257246911	1
linc-157	0	0	0	0.011044139	0	0	Inf	1
D1054.20	0.212757091	0	0.142048587	0.271176086	0.240965704	0	0.630840432	1
21ur-4183	0	0	0	0	0	0	NA	NA
kel-3	2.573964812	2.479999741	3.062096441	2.818441805	3.087500499	3.988715632	0.392169325	0.720294171
21ur-4197	0	0	0	0	0	0	NA	NA
tag-234	13.15009791	12.28772508	9.851449987	29.27248998	20.83707897	13.67739512	0.97479893	0.228357636
C26G2.10	0	0	0	0	0	0	NA	NA
21ur-15360	0	0	0	0	0	0	NA	NA
21ur-7041	0	0	0	0	0	0	NA	NA
clec-83	354.1556333	420.5293206	232.7686928	180.0045209	188.7429688	167.547048	-0.787966459	0.154442815
21ur-8530	0	0	0	0	0	0	NA	NA
zip-10	16.74500843	19.4412537	16.40832321	66.36462943	109.4506873	64.54903994	2.309851074	0.000101475
21ur-10963	0	0	0	0	0	0	NA	NA
21ur-4010	0	0	0	0	0	0	NA	NA
dna-2	1.525090553	1.614170689	1.613645396	1.219025208	1.529681818	1.921233245	0.083558912	1
B0244.13	0	0	0	0	0	0	NA	NA
C37E2.3	0	0.063420517	0.021274558	0.12184179	0.036089334	0	1.063549008	1
srbc-27	0	0	0	0	0	0	NA	NA
nlp-29	99.32737321	107.308371	56.70905916	101.4711597	121.7039621	107.7949583	0.450032382	0.486512505
cyn-7	4769.349125	6393.606264	8407.246783	5530.963415	5477.143451	5743.075417	-0.114435452	0.989925217
F23C8.3	1.052222572	1.346307269	1.078874457	0.814265149	0.851237542	0.517639644	-0.550241427	0.728321747
Y54G11A.1	3.369617522	4.001524384	2.659550988	2.88984298	2.383465117	5.262669713	0.18236843	0.978090947
21ur-11601	0	0	0	0	0	0	NA	NA
B0280.17	29.592392	22.64707767	19.10308582	26.43966837	30.75544069	19.24984821	0.215461054	0.907189542
Y44A6D.5	27.97431757	17.69182914	12.04528753	16.50801629	16.25906915	10.35454462	-0.303586214	0.971967424
F56C3.3	0	0	0	0	0	0	NA	NA
21ur-8527	0	0	0	0	0	0	NA	NA
F44E5.9	0	0	0	0	0	0	NA	NA
Y4C6B.t2	0	0	0	0	0	0	NA	NA
21ur-9266	0	0	0	0	0	0	NA	NA
21ur-648	0	0	0	0	0	0	NA	NA
21ur-12696	0	0	0	0	0	0	NA	NA
21ur-6094	0	0	0	0	0	0	NA	NA
21ur-6743	0	0	0	0	0	0	NA	NA
21ur-10568	0	0	0	0	0	0	NA	NA
21ur-5282	0	0	0	0	0	0	NA	NA
K02B9.3	0	0.094047281	0.047322565	0.060227035	0.05351744	0.027120072	0.139869668	1
hal-3	13.25527136	11.58640195	12.24397059	13.48109573	11.32919783	15.52918932	0.230256905	0.928085468
F38E9.6	9.219473964	9.259786897	15.90155014	10.66291152	10.44184718	10.19089735	-0.029850995	1
R09H3.2	0	0	0	0	0	0.19842853	Inf	1
des-2	0.548514376	0.483829175	0.349572694	0.238338357	0.352977106	0.271885246	-0.563633788	0.742718938
linc-25	1.633930745	0.424179003	0.379444855	0.905468095	0.72413495	0.978551656	0.199379348	1
T28B11.18	0	0	0	0	0	0	NA	NA
21ur-234	0	0	0	0	0	0	NA	NA
tank-1	0.698197541	0.719196522	0.633808464	2.088163947	3.346894109	2.597673761	2.083249385	1.05E-07
zim-1	2.360676445	4.581863588	5.27609037	3.819774526	3.602816521	6.649517815	0.311559057	0.966516206
gln-1	21.08417265	18.62895522	14.95006177	10.93661584	11.84852089	12.95440145	-0.500395653	0.547355989
dpy-20	0.391984437	0.39008651	0.272179265	0.899308448	1.296351776	0.719922105	1.587361515	0.004211464
ZK1248.5	10.89824385	9.530873086	6.890416528	11.81234935	13.6289483	7.723904578	0.399103338	0.635189253
hmr-1	3.107582365	2.237650628	2.168820583	3.877100045	4.997625433	3.179167218	0.795014036	0.118271605
21ur-7946	0	0	0	0	0	0	NA	NA
mir-8192	0	0	0	0	1.02148505	0	Inf	1
attf-5	0.034465323	0.034298448	0.031640106	0.076875464	0.029276207	0.093959927	1.103632258	0.415932451
F09E8.11	0	0	0	0	0	0	NA	NA
Y39G8C.9	0	0	0	0	0	0	NA	NA
21ur-11638	0	0	0	0	0	0	NA	NA
Y37D8A.3	8.716457062	6.791469677	9.368497599	8.06682607	10.94353202	4.317597986	0.020447895	1
21ur-712	0	0	0	0	0	0	NA	NA
F53B3.6	29.89171062	23.2718828	21.52014034	57.66913172	63.55096277	44.81280346	1.266906705	0.002099779
T27E9.2	698.2841711	622.1986601	772.12285	663.5429052	505.2274019	497.1156861	-0.217729488	0.885252507
F15B9.10	10.67778218	12.06503065	13.66408391	10.16001555	12.32445904	12.51216898	0.053208215	1
Y47D7A.9	0.300635021	0.673153635	0.351261451	0	0.085123754	0.517639644	-1.034077643	0.86452263
21ur-13396	0	0	0	0	0	0	NA	NA
21ur-2088	0	0	0	0	0	0	NA	NA
21ur-3135	0	0	0	0	0	0	NA	NA
ced-2	87.56284046	101.8274325	111.5303358	80.01813094	76.24305484	114.1918032	-0.045694747	1
pals-29	0	0	0	0	0	0.018943058	Inf	1
21ur-10606	0	0	0	0	0	0	NA	NA
D1022.11	0	0	0	0	0	0	NA	NA
F19F10.9	1.049687096	1.542035475	1.334914431	1.539659403	1.660631118	2.572398777	0.667714483	0.296123139
Y32F6B.5	0	0	0	0	0	0	NA	NA
sre-31	0.01931454	0	0	0	0	0.022170785	0.260914587	1
Y67D8B.3	0	0	0	0	0	0	NA	NA
21ur-6163	0	0	0	0	0	0	NA	NA
F54F12.4	0	0	0	0	0	0	NA	NA
paqr-1	9.430563405	11.05408614	10.94723454	9.358595486	9.634154794	13.71317961	0.167047072	0.989256202
21ur-4244	0	0	0	0	0	0	NA	NA
R03E9.10	0	0	0	0	0	0.071291687	Inf	1
Y45F10C.4	76.50319495	129.6954637	127.3067845	42.51498673	41.22441267	57.5918966	-1.125960452	0.009709265
21ur-14540	0	0	0	0	0	0	NA	NA
C02B4.5	0	0	0	0.18234254	0	0	Inf	1
wrt-3	1.173387595	1.376225209	1.398963356	1.175096372	1.613740019	1.010181608	0.060040518	1
21ur-2404	0	0	0	0	0	0	NA	NA
nlp-18	47.64163171	52.29655793	53.22915672	58.25540263	60.77155059	56.51244539	0.31003432	0.820430828
his-71	225.0527431	238.3782788	201.3098057	198.2653477	212.247693	153.1810318	-0.120218397	1
C36A4.11	1.603386776	2.692614539	1.73958052	1.405006531	2.496963456	2.30062064	0.158687994	1
T10C6.10	2.78243121	4.457348822	9.51508664	1.989462505	2.280239802	5.167364559	-0.734778697	0.790582612
sre-21	0.018892365	0	0.012613604	0	0	0.043372356	0.516367204	1
Y54G2A.27	0	0	0	0	0.038578253	0.078198436	Inf	0.792796139
21ur-13776	0	0	0	0	0	0	NA	NA
F11C1.4	0.961633874	0.592414825	0.45860057	0.437742854	0.363044356	0.28910117	-0.770105229	0.570402576
T28H10.2	2.928894021	4.657530728	4.717377743	2.540055476	2.291278694	3.015420459	-0.535907327	0.497621435
21ur-14195	0	0	0	0	0	0	NA	NA
D1046.t1	0	0	0	0	0	0	NA	NA
21ur-5318	0	0	0	0	0	0	NA	NA
trf-2	0.267529378	0.081918167	0.178617643	0.314757957	0.326307724	0.165357108	0.715316943	0.763692265
21ur-875	0	0	0	0	0	0	NA	NA
F16B12.5	0	0	0	0.038654486	0.034348182	0	Inf	0.966516206
F31F6.10	0	0	0	0	0	0	NA	NA
21ur-3669	0	0	0	0	0	0	NA	NA
rgs-4	8.985477163	8.068731553	9.678411966	3.131602006	2.782725772	2.256243186	-1.597636006	0.000208637
apm-3	4.165424984	3.896541253	3.682138972	1.550277743	1.924822432	3.060102634	-0.739373295	0.256521498
21ur-9541	0	0	0	0	0	0	NA	NA
