Name	Control_P0_1	Control_P0_2	Control_P0_3	Heat_P0_1	Heat_P0_2	Heat_P0_3	Fc
zipt-2.3	3.80303301	3.290038389	4.847408027	0.68853303	0.73419238	0.942535518	5.048271539
sek-4	1.81863596	2.111468813	1.909872439	0.748520292	0.965513267	0.913314879	2.222764643
C30E1.3	0	0	0.018998268	0	0	0	633.9422667
T04F8.8	315.8697481	851.1996744	1077.221387	249.1840507	306.5713031	533.4567772	2.060471735
dhhc-2	10.15849446	9.582605156	6.976163933	3.416483896	2.765155828	1.371851567	3.53707478
F38A3.3	0	0.462165182	0.51678124	0	0	0	32631.88073
nhr-258	0.034659677	0.03449186	0.023140747	0.022088278	0	0	4.174557783
21ur-13319	0	0	0.659511296	0	0	0	21984.37653
hyl-2	43.08008743	41.95401696	28.53885245	21.01820101	18.86651934	14.62358138	2.083590081
F53A2.1	0.770191204	0.664267118	0.502795741	0.370853434	0.193846173	0.098231946	2.922253518
srv-27	0	0.020479542	0.013739819	0	0	0	1140.9787
kal-1	4.024477936	2.719075483	2.087668426	1.194373987	1.497012328	1.019033821	2.380113713
K04G7.13	0	0.144359288	0	0	0	0	4812.642933
F02D8.4	30.67682428	41.31740715	28.16216054	5.083796664	4.168599348	4.808245898	7.123173509
C28G1.4	0.006390578	0.012719272	0.008533418	0	0	0	921.4422667
srz-15	0.020764581	0	0	0	0	0	692.8193667
unc-4	0.464617759	0.761547546	0.766388621	0.313513854	0.247632739	0.250976797	2.453511314
clec-89	1.48929964	0.741044343	0.823881804	0.18982326	0.361448556	0.219797757	3.961024911
aat-2	4.785935606	6.937994853	4.168274907	1.383894487	1.116457834	1.18073175	4.317262268
nspb-7	33.96799939	52.89865645	28.62279026	9.694545067	7.537708434	7.738712677	4.624949042
C16C4.17	0.209533499	0.104259485	0	0	0	0	10460.09947
R11.4	0.209533499	0.312778456	4.826423577	0	0.118657354	1.924155444	2.618306168
M117.9	0	0	0.100360415	0	0	0	3346.013833
ncs-5	1.037190821	1.334267123	1.334303952	0.548139466	0.401119739	0.290383215	2.989379708
slc-17.4	20.08619026	26.73253446	20.13032102	6.01315683	6.266187755	4.036947078	4.103202316
tsp-9	9.633168308	10.70397384	7.753485367	3.427364418	4.049562529	2.849230177	2.720337022
R09H10.2	0.396799889	0.59231797	0.588724218	0.112389664	0.299606667	0.126521911	2.929969598
21ur-9089	0	1.966036012	0.659511296	0	0	0	87518.57693
nep-22	9.156010751	13.64168167	13.60706348	3.298064598	4.567491351	2.741740893	3.432048376
pgp-9	4.656012334	4.893835587	4.160268555	1.17055932	1.239717378	1.23194238	3.764220708
F29G6.4	0	0	0.152194915	0	0	0	5073.8305
ttbk-6	0.023761531	0.094585925	0.063458132	0	0.026911977	0.054550799	2.23148881
str-168	0.973316899	1.109859039	0.717532818	0.41352365	0.275591275	0.512073626	2.331614594
scav-4	4.917874481	4.526088253	5.455957087	0.487005181	0.251274397	0.268815834	14.7949436
srsx-16	0	0.02487154	0	0	0	0	829.718
Y49G5B.1	21.50645673	19.75793912	16.27683578	7.93838082	7.543466805	9.658800513	2.2887728
F47G4.4	14.82384299	13.32444877	11.87029114	5.253802243	5.166764632	4.47905064	2.68587988
T06E4.21	0.363926604	0.965772076	0.647940923	0.463853831	0.274785452	0.139248091	2.252725875
T14G11.4	0	0	0.104922252	0	0	0	3498.075067
col-137	306.2463049	272.1954518	129.6707878	89.58440664	75.24359482	131.2334143	2.391775851
F32G8.3	0.053189273	0	0.142048587	0	0.060241426	0	3.240013935
F53G12.17	0.138292109	0	0	0	0	0	4610.403633
str-20	0	0	0.013078128	0	0	0	436.6042667
ensh-1	0.550194414	0.488337977	0.546046987	0.170578506	0.185258579	0.136552967	3.218138489
Y41C4A.32	41.65339393	25.92205016	18.08687144	13.31038099	10.99612332	7.067317513	2.730375535
R02F11.7	0	0	0.444716333	0	0	0	14824.54443
C35A5.5	0.053087182	0.052830142	0.026582989	0	0.0300629	0.030468872	2.188576724
fbxa-220	0.055613449	0.073792236	0.061884438	0.047255886	0.020995671	0	2.80231116
ace-4	0.3096092	0.285287149	0.474673139	0.116925012	0.129873721	0.197441324	2.407638553
twk-17	0.543845374	0.695844207	0.484135633	0.181545788	0.278644798	0.252680525	2.4181443
str-187	0.020042335	0.039890586	0.053525554	0	0	0	3781.949167
F56B6.6	16.60687297	16.87934337	13.17895223	6.478095383	6.091077522	5.223588658	2.622705217
F12F6.11	0	0	0.192357461	0	0	0	6412.582033
C54G4.5	2.362490203	3.899304758	3.770206243	1.762644558	0.848400083	1.388999711	2.507972493
grl-28	1.185360938	0.835565305	0.296780083	0.062951591	0.167815401	0.170081597	5.781999462
abu-10	99.9123711	140.3676509	49.4072186	32.44016048	36.15767295	31.70634599	2.888087438
oac-20	1.526975375	2.370165637	2.263406129	1.028209325	0.750507766	1.091356916	2.146476755
sre-7	0.04067415	0	0.040734521	0	0	0.023344533	3.484712106
D2005.9	0	0.152913912	0	0	0	0	5097.797067
T02E1.9	0	0.290751805	0.585200164	0	0.330903608	0	2.647021693
unc-47	0.141983685	0.211944334	0.170633313	0.072387867	0.016080873	0.016298031	5.006943776
T03F7.6	0	0.021707022	0.029126682	0	0	0	1694.790133
wdr-5.2	2.985852363	2.08518971	1.923574614	0.956991363	1.048139963	1.102380723	2.250873553
pud-2.1	0.044610358	0	0.089353143	0	0	0	4465.783367
nhr-51	0	0.036995301	0.049640635	0	0	0	2888.197867
F21C10.9	117.1569003	87.26912368	46.06416793	24.05621818	27.75462682	22.6632837	3.363452467
dat-1	1.100050871	1.228772508	0.876850246	0.329065137	0.432251791	0.24481442	3.186138302
R53.8	0.037376246	0.074390552	0.049908963	0	0	0	5389.192033
C37C3.11	1.237799745	0.849521734	0.797927247	0.217610439	0.19336754	0.293968193	4.092863882
T23F11.11	0.178211481	0.141878887	0.190374395	0.090857967	0	0.122739297	2.389735037
Y38H6A.5	6.452446752	5.837459111	3.595947196	3.12654176	2.355455245	1.469085262	2.28537837
21ur-6373	0	0	0.659511296	0	0	0	21984.37653
ZK177.11	0.06286005	0	0	0	0	0	2096.001667
F59A7.14	1.284141016	0.491509003	0.329755648	0.377709548	0.223753868	0.226775463	2.54202709
fbxa-134	0.087526652	0.087102861	0.014609427	0	0.024782865	0	7.629721002
ZK185.3	10.06616035	12.75582889	8.636457451	3.717141584	5.940132453	4.346529709	2.246421562
T23G4.5	0	0	0.024044683	0	0	0	802.1561
C33G3.5	0.014315953	0	0	0	0	0	477.8651
F35A5.13	0	0	0.090521158	0	0	0	3018.0386
nipi-4	2.856411329	2.842581035	2.23270323	0.621587501	0.650971581	0.39985598	4.742659747
sfxn-2	15.12569947	10.27868203	7.198977993	3.607913079	4.674358152	3.646124242	2.733256084
sri-45	0.081109742	0.161434042	0.135383551	0.051690456	0.068897819	0	3.133770653
srg-62	0.021744042	0.021638761	0	0	0	0	1446.426767
srx-73	0	0	0.014381866	0	0	0	480.0622
Y39F10A.1	6.951190687	6.990350266	8.427088785	2.937740929	2.486154091	2.309750087	2.892378617
ser-6	0.420482765	0.43588214	0.444501701	0.133984806	0.21827341	0.080443999	3.00637843
Y7A5A.8	0	0	0.063240809	0	0	0	2108.693633
T06H11.5	0	0	0.029593456	0	0	0	987.1152
T05C7.8	0	0	0.17098441	0	0	0	5700.147
F39C12.8	0	0	0.102590646	0	0	0	3420.354867
Y72A10A.1	3.912389737	3.406765742	3.346793081	1.766107514	1.430881809	1.543766168	2.249841524
C53D6.8	0	0.037808385	0.050731638	0	0	0	2951.667433
clec-74	0.07387399	0.044109782	0.167696248	0	0.050201188	0.067838814	2.419991657
oac-44	0	0	0.007091519	0	0	0	237.0506333
srh-283	0.131706771	0.109224223	0.058623226	0.083935455	0	0.025197274	2.74460995
srd-4	0	0.039546701	0	0	0	0	1318.890033
btb-9	3.528343204	3.299170021	2.703544594	0.603645396	0.509576446	0.380547866	6.380540299
ptr-21	55.1724729	38.89726633	38.60170348	23.89255013	21.73854888	17.77570745	2.092384873
sru-18	0.020764581	0.041328084	0	0	0	0	2070.088833
cng-1	0.028678087	0.028539232	0.019147102	0	0.0108268	0.021946013	2.329404161
cnnm-1	2.103334423	2.923631139	1.984219331	0.835736644	0.983745455	0.801533964	2.674987381
F22A3.15	0.106378546	0	0.142048587	0	0	0	8281.237767
fmo-2	0.104371403	0.11684931	0.069684212	0	0.014776199	0	19.66078754
npr-16	1.934155377	1.716271531	1.797129849	0.842289357	0.419864485	0.314525409	3.455082417
T06E4.8	216.1851401	230.5177224	80.95171405	76.54283992	87.71151632	64.64801513	2.305151202
ZK1225.2	0	0	0.009637952	0	0	0	321.9317333
spin-3	1.885801493	1.435937459	1.459373137	0.291346208	0.129444387	0.229586729	7.351289648
ndg-4	19.96881697	24.94032583	20.91908392	7.235309538	6.668646944	9.161794727	2.853938123
nhr-179	0.374565903	0.390502424	0.309624392	0.113670113	0.262617395	0.081896556	2.345548009
str-124	0.020337075	0.040477212	0	0.025921243	0	0	2.344694393
inx-22	7.601585714	12.81108132	20.63002614	5.53919618	4.668385241	10.06285505	2.024756262
C54C6.5	3.053202417	1.876670739	3.477423198	2.060233899	1.017063037	0.927717803	2.099192363
F17C8.11	0.144054281	0.143356793	0.096178731	0	0	0	12786.32683
C17D12.18	0.528504877	0.52594594	0.26464466	0	0	0	43969.84923
ncx-6	0.09359872	0.302722973	0.335893232	0.089474343	0.119259676	0.107440152	2.315859397
W03G9.11	0.1548046	0	0	0	0	0	5160.82
M03F8.7	0.057621712	0	0	0	0	0	1921.3904
H37A05.2	0	0.0491509	0.04396742	0.020983864	0	0	4.433866073
T06A1.5	21.19319329	16.2434967	8.294356952	5.524431056	6.222421512	4.043449294	2.896147733
T26H8.5	0	0.023091027	0	0	0	0	770.3675667
kcnl-1	3.15931778	3.538287143	2.787581781	1.398376192	1.576248479	0.991170915	2.391748767
tor-2	0.044466916	0	0.029688611	0	0	0	2472.184233
M151.1	0	0	0.022911062	0	0	0	764.3687333
R173.3	0.227454127	0.203717547	0.113895865	0.086972593	0.051522272	0.052218034	2.858052821
Y52B11A.19	0.06846144	0.136259922	0.091417407	0.087259632	0	0	3.392988286
iglr-1	0.039739112	0.069206727	0.059697143	0.037988029	0.022503981	0	2.7873947
Y62H9A.11	0.029804334	0.088980078	0.039798095	0	0	0.068423631	2.316979749
gcsh-1	40.93075186	46.27441809	39.31838151	9.700459982	12.61431203	12.51830996	3.632281277
T28A11.13	0.112432609	0.055944114	0	0	0	0.064529603	2.608640722
R02E4.2	0.996171975	1.185730759	1.121541809	0.273857205	0.243348133	0.112106514	5.249296565
fkh-6	10.15849446	10.93759232	9.005178934	4.787429663	5.728513384	3.429628917	2.158481975
mir-789.1	0	0	0.602162488	0	0	0	20072.7496
srd-43	0	0	0.014381866	0	0	0	480.0622
clec-79	5.017890777	4.754666953	3.374270469	1.759584411	2.107404053	1.253958073	2.567265271
acr-23	0.485983369	0.547265881	0.153696221	0.179307245	0.173816198	0.117442287	2.522379756
B0507.3	1.085004582	2.251006658	2.21006445	0.375030757	0.270765984	0.168875345	6.80773993
F19G12.4	1.311390693	0.593200521	1.034750482	0.303904234	0.270047772	0.821083573	2.107001241
Y119D3B.13	63.55124947	54.99190356	51.45282735	33.86325437	21.18698453	21.86830606	2.210077953
nhr-243	1.968628852	1.521943172	1.694556083	0.788005802	0.737071566	0.690998176	2.33977949
lron-8	3.725420092	5.181909204	3.575493385	1.402921179	1.965837556	1.336355407	2.653032914
F13G11.144	0	0	0.242977846	0	0	0	8099.9282
F54G8.8	0	0	0.100360415	0	0	0	3346.013833
B0334.20	0	0.102703374	0	0	0	0	3424.112467
Y82E9BL.2	0	0	0.020248154	0	0	0	675.6051333
F44E7.14	0	0	0.137126111	0	0	0	4571.537033
cyp-13A7	0.039968818	0.066292158	0.044475714	0.016981161	0.045268124	0	2.421111807
W05F2.8	0.185212647	0.245754502	0.082438912	0	0	0	17113.53537
T23B12.12	0	0.469167685	0	0	0	0	15639.5895
abu-4	3.558988111	3.723903506	1.371395548	1.11461347	1.174707808	0.817058654	2.785971888
21ur-6102	0	0.983018006	0	0	0	0	32767.93353
Y47G6A.31	0.486944047	0.678420877	2.340800657	0.455142961	0.29413654	0.857062196	2.182702216
F01D5.1	60.99531867	72.69390697	54.23835638	26.73508365	32.63806423	22.21512707	2.303365062
T22C8.1	0.017684413	0.017598788	0	0	0	0	1176.440033
C02B4.8	0	0	0.138497372	0	0	0	4617.245733
srx-86	0.043081654	0.042873059	0.057527465	0	0	0	4782.739267
F55D12.1	4.187718808	9.20714048	9.785847191	3.227377359	2.592078262	3.968570603	2.368271799
C04C3.6	0.240508016	0.219398222	0.267627772	0.15327344	0.136198007	0.069018619	2.029439806
snpc-3.3	3.749843737	3.758153454	2.805459591	0.9491163	0.933742104	1.251626113	3.2903199
C02F12.5	8.828818287	12.01281326	14.16272563	3.435663121	2.964422717	5.784696134	2.872793067
nhr-230	0.449865898	0.613497985	0.767575798	0.276076858	0.226449698	0.191256415	2.639066909
cyp-33C12	0.097160733	0.080575246	0.097304945	0.082559464	0.036680962	0	2.306414604
odr-1	0.013276043	0.013211762	0.008863832	0	0	0.015239311	2.316725637
K07E1.1	51.35942807	125.1153169	106.4135994	24.05621818	22.9031082	48.32171502	2.968988796
21ur-9519	0.987800782	0.983018006	5.27609037	0	1.118769341	0	6.477456383
linc-96	0.085131942	0.225919323	0.322086912	0.072338354	0.064279497	0.032573767	3.742136782
ZK662.5	0.011543582	0.01148769	0.023121431	0	0.013074099	0	3.524694826
ZK867.2	0.058433286	0	0.052017792	0	0.022060241	0	5.00271161
D1054.8	40.57064215	36.52669416	30.11531869	18.76363561	18.18902412	14.82168663	2.07076791
F38A1.9	0.593892495	1.097602927	1.047935127	0.216275406	0.5284984	0.146082354	3.07505372
clec-61	1.112498405	0.613169647	0.651349028	0.327223618	0.310153877	0.23575667	2.722396139
Y105C5A.17	0.371253985	0.277092324	0.340821274	0.118298292	0	0.159808212	3.556666249
T27E9.11	0	0	0.064718398	0	0	0	2157.9466
oac-13	0.02095335	0	0.006994817	0	0	0.012025972	2.320955669
Y111B2A.21	6.566387931	5.742522453	5.48011185	1.521707532	1.352181649	1.313339912	4.248399559
F56H9.8	0	0.058479825	0	0	0	0	1949.994167
F20B10.3	17.25863221	20.86534994	9.363464814	7.000826167	8.683995892	6.592947938	2.131606843
C29H12.10	0	0	0.068225307	0	0	0	2274.843567
ins-6	8.260811848	8.768868586	8.334355142	4.445607955	2.841476113	3.582249571	2.33354099
hbl-1	0.099593083	0.106190217	0.113989607	0.027201305	0.024170943	0.048994699	3.186037999
Y48A6C.10	0.167288842	0	1.34029715	0	0	0.38405522	3.925262328
F07C4.6	0.60713609	0.268531748	1.643952548	0.386921976	0.22921128	0.116153286	3.440757465
21ur-11057	0	0	0.659511296	0	0	0	21984.37653
D2023.17	0	0.150681592	0	0	0	0	5023.3864
T23G11.11	0.617375489	0.122877251	0.247316736	0.314757957	0.139846168	0	2.172324663
lagr-1	5.037510358	5.26091631	2.225165537	1.708935167	1.930729361	0.923434711	2.744536454
dmsr-12	0.237222805	0.209843742	0.316766544	0.067191025	0.029852803	0.121023754	3.502735638
F36A4.5	3.289768243	6.820499382	7.260434931	1.86358896	1.345480309	5.454599244	2.005005447
clec-2	0.083915115	0.200421147	0.392185115	0.064173952	0.114049302	0.077059623	2.650085211
Y65B4BR.11	0.162061066	0.483829175	0.432804288	0	0	0	35956.4843
Y52E8A.3	44.53005925	39.08479592	22.8982322	11.98598299	12.89568127	7.672569833	3.271865867
sri-57	0.041780093	0	0.013947369	0	0	0	1857.9154
F46E10.15	0.288108561	0	0.096178731	0	0	0.165357108	2.323763528
ins-33	12.28033932	9.193184393	9.122360249	1.83315034	10.46273088	2.603382316	2.05351653
ZK380.2	0	0.013873238	0.009307619	0	0	0	773.0285667
fbxa-194	0	0.016501501	0	0	0	0	550.7167
C02B10.72	0	0.174943882	0	0	0	0	5832.1294
21ur-7206	0	0	0.659511296	0	0	0	21984.37653
Y64G10A.2	0.036779816	0	0	0	0	0	1226.660533
Y102A11A.1	3.143002488	4.124041871	4.52331485	0.326415659	0.527366019	0.320692574	10.03884009
mir-2211	0	0	0.602162488	0	0	0	20072.7496
21ur-3954	0.987800782	0.983018006	0	0	0	0	65694.29293
oatr-1	240.5563455	196.0876911	180.6577622	108.8422597	103.3261509	87.5337204	2.05971775
F38G1.3	5.579607387	8.652505024	8.136149258	2.530529315	3.683077285	3.850692269	2.222535515
npr-3	0.238434671	0.237280208	0.355121467	0.140263493	0.207729055	0.04210685	2.129806788
mir-4932	0.942900746	0	1.25906702	0	0	1.082337437	2.034427529
T11F8.5	0.258489924	0.064309589	0.388310389	0	0.073190518	0	9.713220469
Y46D2A.3	0	0	0.140964247	0	0	0	4699.4749
R03A10.12	0	0	0.203672606	0	0	0	6789.753533
grd-14	549.4211678	844.9578837	552.9172511	277.6449476	346.5009095	265.202931	2.189575483
nas-29	0.298378848	0.271113784	0.121260989	0.082675636	0.146930307	0.044674341	2.518422436
pitr-3	7.403516971	6.644804542	3.06839296	2.528237648	1.566277077	2.677782993	2.527460426
acdh-1	984.3367133	1247.146865	1383.239117	520.1008736	684.9397091	526.6704804	2.087370562
F32H5.3	6.026919635	14.9943456	10.43409257	4.644806605	4.524212503	6.033299904	2.069115757
T12A2.5	0.013898704	0	0	0	0	0	463.9568
sdz-13	0	0	0.035241062	0	0	0	1175.368733
F57G8.5	3.214806553	3.07513248	1.757815679	0.741794303	0.706237159	0.636243784	3.861176554
T26C5.5	3.941971344	6.045101383	4.141977487	1.400231658	1.756572423	1.780293355	2.861813119
21ur-411	0.987800782	0	0	0	0	0	32927.3594
tba-7	17.77597452	21.09181106	19.02653038	10.12035246	7.954575718	7.740942211	2.24258625
C34B2.13	0	0	0.209844503	0	0	0	6995.483433
C24G7.6	0	0	0.114460638	0	0	0	3816.021267
str-79	0.021951128	0.021844845	0.029311613	0	0	0	2436.919533
ZK353.10	0.684937335	0.681620976	1.175921085	0.623577084	0.332464474	0.224636072	2.153406935
B0507.7	0	0.060097171	0.020159734	0	0	0	2675.5635
R02D5.6	0.12508834	0.020747114	0.083516003	0.026572531	0.023612217	0.023931079	3.094500409
Y57A10A.14	8.668554178	7.317490133	5.292176011	2.622471171	2.330314676	2.168194671	2.988102589
clec-102	0	0	0.016487782	0	0	0	550.2594
acr-12	0.954791046	0.87207209	0.716064598	0.183377271	0.325896239	0.330297175	3.028842931
nspa-6	0	0	0.131902259	0	0	0	4397.408633
ceh-17	0.116211857	0.20238606	0.019397391	0.037030348	0.098714942	0	2.489739501
M02G9.3	5.812956465	6.927777745	3.035987594	2.360151187	3.318383638	1.425994861	2.22065675
pals-20	2.64633049	4.077704322	4.303107655	1.468870465	2.296239542	1.24936482	2.199062284
R02F2.6	0	0.169904347	0	0	0	0	5664.1449
Y62H9A.3	28.8162163	92.49513611	129.3286314	16.64264396	18.79532493	67.29957405	2.439614348
T10B9.14	0.168648914	0.167832343	0.11259949	0.214956653	0	0	2.088974504
21ur-420	0.987800782	0	0	0	0	0	32927.3594
T05G5.17	0.086432568	0.086014076	0.057707238	0	0	0	7671.796067
clec-118	0.483278877	0.665915424	0.372304764	0.236914591	0.084208445	0.085345604	3.743213905
Y62H9A.8	0	0	0.026997538	0	0	0	900.5846
prx-12	1.723640785	2.63277866	2.074115236	0.689730479	0.907986711	0.690186192	2.810667064
F01D5.5	90.47303065	93.80715804	71.19543631	38.75694359	40.2419984	22.13792999	2.526038427
T05B9.2	0.162569094	0.097069176	0.151956364	0.041441486	0.036824696	0.111965942	2.163644212
C03C11.6	0	0	0.062668494	0	0	0	2089.616467
abhd-11.1	0.046406748	0	0.015491876	0.029574573	0	0	2.091891104
sri-18	0.039853634	0.019830334	0	0	0.022568834	0	2.642631665
Y47H9C.9	0	0.024286327	0.005431269	0	0	0	990.9198667
43528	8.008242053	5.371491248	4.757902923	2.787856188	2.876835448	1.78180721	2.435726722
clec-243	0.466153178	0.193290057	0.233422537	0.099024975	0.131989641	0	3.864807948
21ur-843	0.987800782	1.966036012	0	0	0	1.133877315	2.605039059
F54B11.9	0.666085848	0.441907177	0.741193888	0.363848647	0.323314076	0.218453428	2.041910263
Y116A8C.463	0.128048249	0.12742826	0	0	0	0	8516.216967
ZK112.6	0	0.091748347	0.061554388	0	0.052209236	0	2.935381536
F19D8.7	0	0.152913912	0	0	0	0	5097.797067
rpy-1	2.245001777	2.155937218	1.461417077	0.887045151	1.131482629	0.734443261	2.129465216
Y46H3D.8	0	0	0.018615238	0	0	0	621.1746
C30F2.2	0.677902497	0.91073727	1.380447664	0.302414507	0.230334864	0.272352885	3.687838916
B0250.8	27.07875437	0.16481739	0.276441861	0.052773789	0.093789047	0.237638958	71.62906069
F22H10.6	8.288661689	13.14471513	14.58957361	4.689086484	4.467905765	6.970438111	2.233644767
F40E3.6	0.190810401	0	0.018199392	0.069486645	0.030872741	0	2.082505446
T24E12.6	0	0	0.02073314	0	0	0	691.7713333
F10A3.1	0.341461999	0.50971304	0.313471419	0.272013049	0.241709425	0.048994699	2.069683518
F59F5.4	0	0.219610406	0	0	0.08331261	0	2.635587749
C31C9.7	98.27566927	104.5345531	92.72448182	36.94052956	44.65555922	27.02005517	2.720909558
F43C11.13	0	0	0.157383378	0	0	0	5246.779267
mir-47	0	0.938335369	0	0	0	0	31278.5123
nhr-4	1.318403478	1.856368689	1.620016592	0.482671431	0.381243913	0.837183251	2.818642478
srz-12	0	0	0.013905359	0	0	0	464.1786333
F32B5.2	0.496738899	0.395467014	0.305118732	0.227928176	0.157527867	0.159655139	2.196477865
sri-28	0	0.020479542	0	0	0	0	683.3180667
F14D2.16	0	0	0.602162488	0	0	0	20072.7496
hpa-1	0	0	0.008929553	0	0	0	298.3184333
Y105E8A.27	36.95737408	33.29832258	26.33749517	18.23425404	19.23340242	9.974644888	2.036014044
clec-239	5.125752316	2.670287718	1.653699967	1.446947025	2.064992166	0.473859177	2.370852494
T26H5.14	2.557456819	5.278672033	6.324080923	2.052394348	1.609188778	1.630919426	2.675522522
F33C8.2	0.01615562	0	0	0	0	0	539.1873333
nspb-5	0.084324457	0.083916171	0.056299745	0	0.0955047	0	2.350600138
T01G5.6	0.132973182	0.132329347	0.13317055	0	0	0.076318665	5.219806752
K04A8.14	0	0	0.110797898	0	0	0	3693.929933
Y48C3A.1	0.476869343	0.889800781	0.994952387	0.151952117	0	0.684236311	2.824236966
srh-148	0	0.020664042	0.013863601	0	0	0	1151.254767
T21C12.10	0.139220244	0	0.185902513	0	0	0.159808212	2.03426387
K08E5.5	0.901905062	2.393435145	0.802883317	0.766367199	0.680990034	0.345093096	2.286380525
F15A8.16	0	0.137622521	0	0	0	0	4588.084033
str-129	0	0	0.013739819	0	0	0	458.6606333
gem-1	1.549516511	1.782675141	1.225905065	0.353898843	0.334761292	0.154219065	5.407769841
C09G5.14	0	0	0.436212196	0	0	0.062497175	6.977797637
ZK792.7	1.107679518	1.002105734	1.030886589	0.598956889	0.380164339	0.577947175	2.017041663
anr-19	0	0	0.225198979	0	0	0	7507.2993
M04C9.4	13.10862013	13.35029997	11.55680216	2.696728924	3.646543084	1.883091151	4.621206422
R07D5.3	0.170031282	0	0	0	0	0	5668.376067
W08F4.17	0	0	0.096178731	0	0	0	3206.624367
C09B8.8	2.045741264	2.117269552	2.677069522	0.730089462	0.556074702	0.798410654	3.281283204
prk-2	12.92186453	13.69997945	9.013818417	4.167338377	5.049648948	4.202015933	2.655611726
C17F4.7	6326.716102	6761.82866	8025.293186	3447.00696	3519.600484	1993.920227	2.35631636
21ur-1749	0.987800782	0	0	0	0	0	32927.3594
nhr-225	0.247581782	0.369574545	0.330599013	0.13524127	0.240349424	0.081198376	2.074820529
C54D2.1	14.89573107	21.68704506	5.435458138	4.780437039	7.992442155	7.875929321	2.034898732
M03F8.6	1.152434245	1.38829736	0.850422461	0.541162803	0.480874541	0.313308206	2.539532982
scl-1	0.066486591	0.033082337	0.022195092	0	0	0	4058.800667
Y59H11AM.1	1.890712434	2.31162828	1.947619297	0.963946242	1.346019363	0.558080241	2.144303244
ZC13.10	0.066486591	0.110274456	0.13317055	0.028247509	0.100402377	0	2.408921744
ttll-15	0.363218575	0.562271	0.395193539	0.085731739	0.137125425	0.123535272	3.812678848
msd-3	1.194340945	0.750668296	0.587564609	0.56084145	0	0.216467487	3.258088449
dop-1	0.886207347	0.800257538	0.679338376	0.146422214	0.241632935	0.169543364	4.242843562
mir-4929	21.68671717	35.65674404	24.55180689	13.21983418	7.475413323	9.741036936	2.690711748
K09B3.1	6.207429913	3.557854943	2.255828411	2.603906733	1.735363807	1.488213976	2.062830581
21ur-12348	1.975601564	1.966036012	0.659511296	0	1.118769341	0	4.112614148
E01A2.11	0.164633464	0	0.109918549	0	0	0	9152.0671
T05C7.4	0.357652007	0.474560417	0.477577146	0	0.135023886	0	9.698992
npr-27	0.263772416	0.16874696	0.603803258	0.144085386	0.149372473	0.064881263	2.892016446
K08A8.24	0.216081421	0	0	0	0	0	7203.3807
linc-140	0	0.103562098	0.115800478	0	0.039287887	0	5.580879379
F54D12.8	0	0.020418772	0.041097143	0	0	0	2050.863833
pqn-72	24.62436529	40.73304804	18.1265818	12.41973418	10.77758058	11.57818191	2.400655724
hmg-1.1	1045.113806	1094.60079	1201.272346	559.180625	521.8476283	571.639524	2.021572023
T11F9.1	0.130566901	0.243627594	0.032690174	0.06240677	0.055454342	0.056203203	2.337553616
F16B3.2	0.55563794	0.675824879	0.906828032	0.236068468	0.349615419	0.070867332	3.256853067
Y82E9BL.19	0	0.052728935	0.035376085	0	0	0.030410503	2.895614969
F10E7.9	1.270730476	1.481037062	1.177074797	0.627431424	0.635327622	0.538779453	2.180826187
F32A7.8	0	0.278964569	0	0	0	0	9299.485633
C30G7.2	11.82174484	9.803754846	6.651845117	5.022589331	4.841985588	2.688386538	2.252643322
R10E9.4	10.37190821	18.18583311	16.48778241	4.406611394	6.712616045	10.20489584	2.112420902
srw-97	0	0	0.012376888	0	0	0	413.2296
T09E11.6	0	0.013901265	0	0	0	0	464.0421667
C55A6.19	0	0.138546162	0	0	0	0	4618.872067
F42D1.4	0.272944953	0.181082264	0.607444615	0.115963458	0	0.208872137	3.267619596
F10D7.7	0.09219474	0	0	0	0	0	3073.824667
srt-6	0	0.019329006	0	0	0	0	644.9668667
K11H12.13	0.779842723	0.931280216	1.145466988	0.596383497	0.176647791	0.17903326	3.000416235
deg-1	0.204153948	0.203165467	0.160009801	0.113135081	0.050265631	0.091699963	2.223942434
C15A11.4	1.923612049	1.655609273	1.446296702	0.817266274	0.68696363	0.596777534	2.391956322
C15B12.1	1.903761507	1.554955755	1.271058135	0.228914878	0.366142693	0.432934975	4.600982191
nhx-1	1.114392727	1.563284946	2.061773178	0.325148025	0.410577486	0.431533891	4.06032356
C18G1.6	0.104090835	0.221971808	0.238275049	0	0.016841689	0.034138242	11.06763004
Y105C5A.12	6.106404833	0.089365273	0.059955572	0	0	0	208524.1893
Y47D7A.9	0.300635021	0.673153635	0.351261451	0	0.085123754	0.517639644	2.198255781
Y45F10C.4	76.50319495	129.6954637	127.3067845	42.51498673	41.22441267	57.5918966	2.35974234
rgs-4	8.985477163	8.068731553	9.678411966	3.131602006	2.782725772	2.256243186	3.271817943
K09F6.14	0	0	0.038364923	0	0	0	1279.497433
21ur-12279	13.82921095	8.847162055	3.957067777	5.036127308	0	4.535509261	2.782534916
glc-2	5.913179853	9.491208335	12.95825988	3.74815222	4.140732503	6.021279536	2.038987286
nlp-67	51.06170195	56.25887666	23.13362701	16.46426235	9.380450627	10.3793385	3.601314605
K09E2.2	0.654084301	0.209223427	0.522484456	0.133984806	0.066143458	0.026814666	6.106346578
